ºÏÔ¼´úÂë,¸üĞÂÊ±¼ä,×îĞÂ¼Û,³É½»Á¿,Âò¼ÛÒ»,ÂòÁ¿Ò»,Âô¼ÛÒ»,ÂôÁ¿Ò»,³Ö²ÖÁ¿,»»ÊÖÂÊ
au1806,11:30:00.500,275.05,253406,276.8,275,62,275.05,18,316370,6.98209e+10
au1806,13:30:00.500,275,253546,276.8,274.95,30,275.05,102,316474,6.98594e+10
au1806,13:30:01.0,274.95,253548,276.8,274.95,43,275,36,316476,6.986e+10
au1806,13:30:01.500,275,253582,276.8,274.95,32,275,78,316494,6.98693e+10
au1806,13:30:02.0,274.95,253592,276.8,274.95,24,275,108,316496,6.98721e+10
au1806,13:30:02.500,274.95,253612,276.8,274.95,18,275,107,316488,6.98776e+10
au1806,13:30:03.0,274.95,253626,276.8,274.95,11,275,108,316494,6.98814e+10
au1806,13:30:03.500,274.95,253644,276.8,274.95,5,275,108,316490,6.98864e+10
au1806,13:30:04.0,274.95,253654,276.8,274.9,25,274.95,12,316482,6.98891e+10
au1806,13:30:04.500,274.95,253654,276.8,274.9,38,274.95,26,316482,6.98891e+10
au1806,13:30:05.0,274.95,253654,276.8,274.9,38,274.95,77,316482,6.98891e+10
au1806,13:30:05.500,274.95,253654,276.8,274.9,38,274.95,82,316482,6.98891e+10
au1806,13:30:06.0,274.95,253654,276.8,274.9,38,274.95,84,316482,6.98891e+10
au1806,13:30:06.500,274.95,253654,276.8,274.9,38,274.95,84,316482,6.98891e+10
au1806,13:30:07.0,274.95,253654,276.8,274.9,39,274.95,100,316482,6.98891e+10
au1806,13:30:07.500,274.95,253716,276.8,274.9,7,274.95,95,316474,6.99062e+10
au1806,13:30:08.0,274.9,253732,276.8,274.85,44,274.9,7,316472,6.99106e+10
au1806,13:30:08.500,274.85,253772,276.8,274.9,12,274.95,97,316480,6.99216e+10
au1806,13:30:09.0,274.9,253794,276.8,274.9,25,274.95,97,316476,6.99276e+10
au1806,13:30:09.500,274.9,253794,276.8,274.9,25,274.95,98,316476,6.99276e+10
au1806,13:30:10.0,274.9,253794,276.8,274.9,26,274.95,98,316476,6.99276e+10
au1806,13:30:11.0,274.9,253796,276.8,274.9,27,274.95,99,316476,6.99282e+10
au1806,13:30:11.500,274.9,253798,276.8,274.9,26,274.95,98,316476,6.99287e+10
au1806,13:30:12.0,274.9,253798,276.8,274.9,43,274.95,98,316476,6.99287e+10
au1806,13:30:12.500,274.9,253798,276.8,274.9,44,274.95,98,316476,6.99287e+10
au1806,13:30:13.500,274.9,253818,276.8,274.9,35,274.95,97,316476,6.99342e+10
au1806,13:30:14.0,274.9,253818,276.8,274.9,34,274.95,98,316476,6.99342e+10
au1806,13:30:14.500,274.9,253842,276.8,274.9,22,274.95,98,316452,6.99408e+10
au1806,13:30:15.0,274.9,253844,276.8,274.9,31,274.95,98,316452,6.99414e+10
au1806,13:30:15.500,274.9,253856,276.8,274.9,25,274.95,98,316454,6.99447e+10
au1806,13:30:16.0,274.9,253856,276.8,274.9,31,274.95,98,316454,6.99447e+10
au1806,13:30:16.500,274.9,253874,276.8,274.9,22,274.95,89,316436,6.99496e+10
au1806,13:30:17.0,274.9,253874,276.8,274.9,23,274.95,89,316436,6.99496e+10
au1806,13:30:17.500,274.95,253940,276.8,274.9,2,274.95,84,316396,6.99677e+10
au1806,13:30:18.0,274.95,253940,276.8,274.9,2,274.95,87,316396,6.99677e+10
au1806,13:30:18.500,274.9,253948,276.8,274.85,57,274.9,2,316400,6.99699e+10
au1806,13:30:19.0,274.9,253952,276.8,274.9,2,274.95,88,316404,6.9971e+10
au1806,13:30:19.500,274.95,253956,276.8,274.9,5,274.95,85,316408,6.99721e+10
au1806,13:30:20.0,274.9,253958,276.8,274.9,4,274.95,85,316408,6.99727e+10
au1806,13:30:20.500,274.95,253960,276.8,274.9,4,274.95,78,316408,6.99732e+10
au1806,13:30:21.0,274.9,253970,276.8,274.85,81,274.9,96,316408,6.9976e+10
au1806,13:30:21.500,274.9,254004,276.8,274.85,70,274.9,88,316434,6.99853e+10
au1806,13:30:22.0,274.9,254012,276.8,274.85,63,274.9,84,316442,6.99875e+10
au1806,13:30:22.500,274.9,254012,276.8,274.85,63,274.9,84,316442,6.99875e+10
au1806,13:30:23.0,274.9,254012,276.8,274.85,63,274.9,85,316442,6.99875e+10
au1806,13:30:23.500,274.9,254012,276.8,274.85,63,274.9,85,316442,6.99875e+10
au1806,13:30:24.500,274.9,254012,276.8,274.85,63,274.9,86,316442,6.99875e+10
au1806,13:30:25.0,274.9,254012,276.8,274.85,64,274.9,86,316442,6.99875e+10
au1806,13:30:25.500,274.9,254012,276.8,274.85,64,274.9,88,316442,6.99875e+10
au1806,13:30:26.0,274.9,254014,276.8,274.85,64,274.9,88,316444,6.99881e+10
au1806,13:30:26.500,274.9,254014,276.8,274.85,64,274.9,88,316444,6.99881e+10
au1806,13:30:27.500,274.9,254024,276.8,274.85,64,274.9,83,316454,6.99908e+10
au1806,13:30:28.0,274.9,254024,276.8,274.85,76,274.9,83,316454,6.99908e+10
au1806,13:30:30.0,274.9,254024,276.8,274.85,76,274.9,83,316454,6.99908e+10
au1806,13:30:30.500,274.9,254036,276.8,274.85,78,274.9,77,316458,6.99941e+10
au1806,13:30:31.0,274.9,254036,276.8,274.85,78,274.9,77,316458,6.99941e+10
au1806,13:30:31.500,274.9,254036,276.8,274.85,78,274.9,77,316458,6.99941e+10
au1806,13:30:32.0,274.9,254036,276.8,274.85,78,274.9,77,316458,6.99941e+10
au1806,13:30:33.0,274.9,254036,276.8,274.85,78,274.9,77,316458,6.99941e+10
au1806,13:30:33.500,274.85,254038,276.8,274.85,77,274.9,87,316458,6.99947e+10
au1806,13:30:36.0,274.85,254038,276.8,274.85,77,274.9,87,316458,6.99947e+10
au1806,13:30:37.500,274.9,254042,276.8,274.85,80,274.9,85,316460,6.99958e+10
au1806,13:30:38.500,274.85,254062,276.8,274.85,76,274.9,85,316454,7.00013e+10
au1806,13:30:39.0,274.85,254062,276.8,274.85,76,274.9,86,316454,7.00013e+10
au1806,13:30:41.500,274.9,254066,276.8,274.85,76,274.9,84,316458,7.00024e+10
au1806,13:30:42.0,274.9,254066,276.8,274.85,76,274.9,85,316458,7.00024e+10
au1806,13:30:42.500,274.85,254070,276.8,274.85,74,274.9,86,316460,7.00035e+10
au1806,13:30:43.0,274.85,254070,276.8,274.85,74,274.9,86,316460,7.00035e+10
au1806,13:30:43.500,274.85,254076,276.8,274.85,71,274.9,86,316454,7.00051e+10
au1806,13:30:44.0,274.85,254076,276.8,274.85,70,274.9,86,316454,7.00051e+10
au1806,13:30:45.0,274.85,254078,276.8,274.85,57,274.9,86,316452,7.00057e+10
au1806,13:30:45.500,274.85,254082,276.8,274.85,60,274.9,86,316450,7.00068e+10
au1806,13:30:46.0,274.85,254086,276.8,274.85,58,274.9,86,316452,7.00079e+10
au1806,13:30:46.500,274.85,254086,276.8,274.85,57,274.9,86,316452,7.00079e+10
au1806,13:30:48.0,274.85,254088,276.8,274.85,56,274.9,86,316450,7.00084e+10
au1806,13:30:48.500,274.85,254090,276.8,274.85,56,274.9,86,316452,7.0009e+10
au1806,13:30:49.0,274.85,254092,276.8,274.85,55,274.9,87,316450,7.00095e+10
au1806,13:30:49.500,274.85,254098,276.8,274.85,52,274.9,87,316444,7.00112e+10
au1806,13:30:50.500,274.85,254098,276.8,274.85,56,274.9,106,316444,7.00112e+10
au1806,13:30:51.0,274.85,254106,276.8,274.85,55,274.9,106,316444,7.00134e+10
au1806,13:30:51.500,274.85,254114,276.8,274.85,59,274.9,106,316448,7.00156e+10
au1806,13:30:52.500,274.85,254118,276.8,274.85,57,274.9,106,316448,7.00167e+10
au1806,13:30:53.0,274.85,254120,276.8,274.85,56,274.9,106,316446,7.00172e+10
au1806,13:30:55.0,274.85,254120,276.8,274.85,56,274.9,106,316446,7.00172e+10
au1806,13:30:55.500,274.85,254120,276.8,274.85,76,274.9,106,316446,7.00172e+10
au1806,13:30:56.500,274.85,254120,276.8,274.85,76,274.9,106,316446,7.00172e+10
au1806,13:30:57.0,274.85,254124,276.8,274.85,79,274.9,106,316448,7.00183e+10
au1806,13:30:57.500,274.85,254124,276.8,274.85,79,274.9,106,316448,7.00183e+10
au1806,13:30:58.500,274.85,254126,276.8,274.85,78,274.9,106,316446,7.00189e+10
au1806,13:30:59.0,274.85,254128,276.8,274.85,77,274.9,106,316444,7.00194e+10
au1806,13:31:01.0,274.85,254128,276.8,274.85,89,274.9,106,316444,7.00194e+10
au1806,13:31:05.500,274.85,254128,276.8,274.85,91,274.9,106,316444,7.00194e+10
au1806,13:31:06.0,274.85,254142,276.8,274.85,90,274.9,106,316430,7.00233e+10
au1806,13:31:07.0,274.85,254142,276.8,274.85,91,274.9,106,316430,7.00233e+10
au1806,13:31:08.0,274.9,254144,276.8,274.85,91,274.9,105,316430,7.00238e+10
au1806,13:31:08.500,274.85,254146,276.8,274.85,90,274.9,105,316428,7.00244e+10
au1806,13:31:09.0,274.85,254146,276.8,274.85,90,274.9,105,316428,7.00244e+10
au1806,13:31:10.0,274.85,254146,276.8,274.85,90,274.9,105,316428,7.00244e+10
au1806,13:31:10.500,274.85,254146,276.8,274.85,90,274.9,106,316428,7.00244e+10
au1806,13:31:11.0,274.85,254146,276.8,274.85,92,274.9,106,316428,7.00244e+10
au1806,13:31:11.500,274.85,254146,276.8,274.85,93,274.9,106,316428,7.00244e+10
au1806,13:31:12.0,274.85,254148,276.8,274.85,92,274.9,106,316426,7.00249e+10
au1806,13:31:12.500,274.9,254168,276.8,274.85,92,274.9,97,316426,7.00304e+10
au1806,13:31:13.0,274.85,254170,276.8,274.85,94,274.9,94,316424,7.0031e+10
au1806,13:31:13.500,274.9,254172,276.8,274.85,94,274.9,93,316426,7.00315e+10
au1806,13:31:15.0,274.9,254172,276.8,274.85,95,274.9,93,316426,7.00315e+10
au1806,13:31:15.500,274.9,254172,276.8,274.85,96,274.9,93,316426,7.00315e+10
au1806,13:31:16.0,274.9,254174,276.8,274.85,96,274.9,92,316428,7.00321e+10
au1806,13:31:16.500,274.9,254176,276.8,274.85,96,274.9,81,316430,7.00326e+10
au1806,13:31:17.0,274.85,254180,276.8,274.85,92,274.9,81,316426,7.00337e+10
au1806,13:31:18.0,274.85,254180,276.8,274.85,94,274.9,81,316426,7.00337e+10
au1806,13:31:18.500,274.85,254180,276.8,274.85,94,274.9,82,316426,7.00337e+10
au1806,13:31:19.0,274.85,254180,276.8,274.85,95,274.9,81,316426,7.00337e+10
au1806,13:31:20.0,274.85,254180,276.8,274.85,95,274.9,80,316426,7.00337e+10
au1806,13:31:20.500,274.85,254180,276.8,274.85,95,274.9,80,316426,7.00337e+10
au1806,13:31:21.500,274.9,254182,276.8,274.85,95,274.9,79,316428,7.00343e+10
au1806,13:31:24.0,274.9,254182,276.8,274.85,83,274.9,91,316428,7.00343e+10
au1806,13:31:25.500,274.9,254182,276.8,274.85,83,274.9,91,316428,7.00343e+10
au1806,13:31:26.0,274.9,254182,276.8,274.85,83,274.9,92,316428,7.00343e+10
au1806,13:31:27.500,274.9,254182,276.8,274.85,83,274.9,98,316428,7.00343e+10
au1806,13:31:28.0,274.9,254182,276.8,274.85,83,274.9,99,316428,7.00343e+10
au1806,13:31:28.500,274.9,254212,276.8,274.85,83,274.9,84,316458,7.00425e+10
au1806,13:31:29.0,274.85,254232,276.8,274.85,73,274.9,86,316442,7.0048e+10
au1806,13:31:29.500,274.85,254232,276.8,274.85,96,274.9,86,316442,7.0048e+10
au1806,13:31:30.0,274.85,254232,276.8,274.85,96,274.9,87,316442,7.0048e+10
au1806,13:31:31.0,274.85,254232,276.8,274.85,96,274.9,87,316442,7.0048e+10
au1806,13:31:31.500,274.85,254232,276.8,274.85,97,274.9,87,316442,7.0048e+10
au1806,13:31:33.0,274.85,254232,276.8,274.85,98,274.9,87,316442,7.0048e+10
au1806,13:31:33.500,274.85,254232,276.8,274.85,98,274.9,87,316442,7.0048e+10
au1806,13:31:34.0,274.85,254232,276.8,274.85,110,274.9,75,316442,7.0048e+10
au1806,13:31:35.0,274.85,254232,276.8,274.85,110,274.9,86,316442,7.0048e+10
au1806,13:31:36.0,274.85,254246,276.8,274.85,104,274.9,87,316442,7.00519e+10
au1806,13:31:37.500,274.85,254248,276.8,274.85,103,274.9,87,316442,7.00524e+10
au1806,13:31:38.0,274.85,254248,276.8,274.85,103,274.9,88,316442,7.00524e+10
au1806,13:31:40.0,274.9,254250,276.8,274.85,103,274.9,87,316444,7.0053e+10
au1806,13:31:40.500,274.9,254250,276.8,274.85,104,274.9,87,316444,7.0053e+10
au1806,13:31:41.500,274.9,254250,276.8,274.85,104,274.9,87,316444,7.0053e+10
au1806,13:31:44.0,274.85,254252,276.8,274.85,103,274.9,87,316444,7.00535e+10
au1806,13:31:44.500,274.85,254252,276.8,274.85,103,274.9,88,316444,7.00535e+10
au1806,13:31:46.0,274.85,254252,276.8,274.85,103,274.9,88,316444,7.00535e+10
au1806,13:31:46.500,274.85,254252,276.8,274.85,91,274.9,100,316444,7.00535e+10
au1806,13:31:47.0,274.85,254252,276.8,274.85,81,274.9,100,316444,7.00535e+10
au1806,13:31:48.500,274.85,254252,276.8,274.85,81,274.9,100,316444,7.00535e+10
au1806,13:31:49.0,274.85,254252,276.8,274.85,81,274.9,100,316444,7.00535e+10
au1806,13:31:49.500,274.85,254254,276.8,274.85,80,274.9,100,316444,7.00541e+10
au1806,13:31:50.0,274.85,254254,276.8,274.85,80,274.9,100,316444,7.00541e+10
au1806,13:31:51.0,274.85,254254,276.8,274.85,80,274.9,100,316444,7.00541e+10
au1806,13:31:51.500,274.85,254254,276.8,274.85,80,274.9,100,316444,7.00541e+10
au1806,13:31:52.0,274.85,254254,276.8,274.85,80,274.9,99,316444,7.00541e+10
au1806,13:31:52.500,274.85,254256,276.8,274.85,77,274.9,99,316444,7.00546e+10
au1806,13:31:53.0,274.85,254256,276.8,274.85,77,274.9,99,316444,7.00546e+10
au1806,13:31:54.500,274.9,254352,276.8,274.85,77,274.9,52,316434,7.0081e+10
au1806,13:31:55.0,274.9,254358,276.8,274.85,85,274.9,54,316434,7.00827e+10
au1806,13:31:55.500,274.9,254360,276.8,274.85,85,274.9,53,316434,7.00832e+10
au1806,13:31:56.0,274.9,254360,276.8,274.85,86,274.9,55,316434,7.00832e+10
au1806,13:31:56.500,274.9,254360,276.8,274.85,85,274.9,57,316434,7.00832e+10
au1806,13:31:57.0,274.9,254360,276.8,274.85,103,274.9,57,316434,7.00832e+10
au1806,13:31:57.500,274.9,254360,276.8,274.85,115,274.9,45,316434,7.00832e+10
au1806,13:31:58.0,274.9,254360,276.8,274.85,115,274.9,38,316434,7.00832e+10
au1806,13:31:58.500,274.9,254360,276.8,274.85,115,274.9,34,316434,7.00832e+10
au1806,13:31:59.500,274.9,254360,276.8,274.85,103,274.9,46,316434,7.00832e+10
au1806,13:32:00.0,274.9,254384,276.8,274.85,103,274.9,37,316430,7.00898e+10
au1806,13:32:00.500,274.9,254386,276.8,274.85,103,274.9,39,316428,7.00903e+10
au1806,13:32:01.500,274.9,254386,276.8,274.85,104,274.9,39,316428,7.00903e+10
au1806,13:32:02.0,274.9,254386,276.8,274.85,104,274.9,39,316428,7.00903e+10
au1806,13:32:03.0,274.9,254426,276.8,274.85,84,274.9,19,316444,7.01013e+10
au1806,13:32:03.500,274.9,254436,276.8,274.85,91,274.9,14,316444,7.01041e+10
au1806,13:32:04.0,274.9,254436,276.8,274.85,94,274.9,14,316444,7.01041e+10
au1806,13:32:05.0,274.9,254436,276.8,274.85,95,274.9,14,316444,7.01041e+10
au1806,13:32:06.0,274.9,254436,276.8,274.85,155,274.9,6,316444,7.01041e+10
au1806,13:32:06.500,274.9,254452,276.8,274.9,6,274.95,101,316454,7.01085e+10
au1806,13:32:07.0,274.9,254454,276.8,274.9,6,274.95,101,316454,7.0109e+10
au1806,13:32:07.500,274.9,254454,276.8,274.9,44,274.95,101,316454,7.0109e+10
au1806,13:32:08.0,274.9,254454,276.8,274.9,49,274.95,99,316454,7.0109e+10
au1806,13:32:08.500,274.9,254454,276.8,274.9,49,274.95,97,316454,7.0109e+10
au1806,13:32:09.0,274.9,254454,276.8,274.9,49,274.95,97,316454,7.0109e+10
au1806,13:32:09.500,274.9,254454,276.8,274.9,49,274.95,62,316454,7.0109e+10
au1806,13:32:10.0,274.9,254454,276.8,274.9,50,274.95,68,316454,7.0109e+10
au1806,13:32:10.500,274.9,254454,276.8,274.9,51,274.95,68,316454,7.0109e+10
au1806,13:32:11.0,274.9,254454,276.8,274.9,52,274.95,68,316454,7.0109e+10
au1806,13:32:11.500,274.9,254454,276.8,274.9,52,274.95,68,316454,7.0109e+10
au1806,13:32:12.0,274.95,254456,276.8,274.9,53,274.95,67,316456,7.01096e+10
au1806,13:32:12.500,274.95,254456,276.8,274.9,59,274.95,67,316456,7.01096e+10
au1806,13:32:13.0,274.95,254456,276.8,274.9,59,274.95,67,316456,7.01096e+10
au1806,13:32:15.0,274.95,254456,276.8,274.9,59,274.95,67,316456,7.01096e+10
au1806,13:32:15.500,274.95,254456,276.8,274.9,59,274.95,67,316456,7.01096e+10
au1806,13:32:16.0,274.95,254456,276.8,274.9,59,274.95,67,316456,7.01096e+10
au1806,13:32:17.0,274.95,254456,276.8,274.9,59,274.95,67,316456,7.01096e+10
au1806,13:32:18.500,274.95,254456,276.8,274.9,63,274.95,67,316456,7.01096e+10
au1806,13:32:20.500,274.95,254456,276.8,274.9,64,274.95,67,316456,7.01096e+10
au1806,13:32:21.0,274.95,254456,276.8,274.9,64,274.95,63,316456,7.01096e+10
au1806,13:32:21.500,274.95,254456,276.8,274.9,59,274.95,64,316456,7.01096e+10
au1806,13:32:22.500,274.95,254456,276.8,274.9,69,274.95,74,316456,7.01096e+10
au1806,13:32:23.500,274.95,254456,276.8,274.9,69,274.95,74,316456,7.01096e+10
au1806,13:32:24.500,274.95,254456,276.8,274.9,68,274.95,74,316456,7.01096e+10
au1806,13:32:25.0,274.95,254456,276.8,274.9,67,274.95,74,316456,7.01096e+10
au1806,13:32:26.0,274.95,254458,276.8,274.9,67,274.95,73,316454,7.01101e+10
au1806,13:32:28.500,274.95,254468,276.8,274.9,67,274.95,68,316454,7.01129e+10
au1806,13:32:29.0,274.95,254468,276.8,274.9,73,274.95,68,316454,7.01129e+10
au1806,13:32:30.0,274.95,254468,276.8,274.9,73,274.95,68,316454,7.01129e+10
au1806,13:32:31.0,274.95,254468,276.8,274.9,75,274.95,68,316454,7.01129e+10
au1806,13:32:31.500,274.95,254468,276.8,274.9,75,274.95,69,316454,7.01129e+10
au1806,13:32:32.0,274.95,254472,276.8,274.9,75,274.95,67,316454,7.0114e+10
au1806,13:32:32.500,274.95,254472,276.8,274.9,75,274.95,67,316454,7.0114e+10
au1806,13:32:33.0,274.9,254474,276.8,274.9,76,274.95,67,316452,7.01145e+10
au1806,13:32:33.500,274.9,254474,276.8,274.9,77,274.95,67,316452,7.01145e+10
au1806,13:32:34.0,274.9,254474,276.8,274.9,78,274.95,67,316452,7.01145e+10
au1806,13:32:34.500,274.9,254474,276.8,274.9,79,274.95,67,316452,7.01145e+10
au1806,13:32:35.500,274.9,254474,276.8,274.9,79,274.95,67,316452,7.01145e+10
au1806,13:32:36.500,274.9,254474,276.8,274.9,85,274.95,67,316452,7.01145e+10
au1806,13:32:37.500,274.9,254474,276.8,274.9,85,274.95,68,316452,7.01145e+10
au1806,13:32:38.0,274.9,254474,276.8,274.9,86,274.95,68,316452,7.01145e+10
au1806,13:32:38.500,274.9,254474,276.8,274.9,86,274.95,69,316452,7.01145e+10
au1806,13:32:39.0,274.9,254474,276.8,274.9,86,274.95,69,316452,7.01145e+10
au1806,13:32:41.0,274.9,254474,276.8,274.9,86,274.95,69,316452,7.01145e+10
au1806,13:32:42.0,274.9,254474,276.8,274.9,86,274.95,69,316452,7.01145e+10
au1806,13:32:42.500,274.9,254474,276.8,274.9,85,274.95,69,316452,7.01145e+10
au1806,13:32:44.500,274.9,254474,276.8,274.9,85,274.95,69,316452,7.01145e+10
au1806,13:32:45.0,274.9,254474,276.8,274.9,85,274.95,70,316452,7.01145e+10
au1806,13:32:45.500,274.9,254474,276.8,274.9,97,274.95,56,316452,7.01145e+10
au1806,13:32:46.0,274.9,254474,276.8,274.9,101,274.95,46,316452,7.01145e+10
au1806,13:32:46.500,274.9,254474,276.8,274.9,103,274.95,53,316452,7.01145e+10
au1806,13:32:47.0,274.95,254476,276.8,274.9,103,274.95,52,316452,7.01151e+10
au1806,13:32:47.500,274.95,254476,276.8,274.9,104,274.95,52,316452,7.01151e+10
au1806,13:32:52.500,274.9,254478,276.8,274.9,103,274.95,53,316450,7.01156e+10
au1806,13:32:55.500,274.9,254478,276.8,274.9,103,274.95,53,316450,7.01156e+10
au1806,13:32:56.0,274.9,254478,276.8,274.9,103,274.95,69,316450,7.01156e+10
au1806,13:32:56.500,274.9,254478,276.8,274.9,112,274.95,79,316450,7.01156e+10
au1806,13:32:57.500,274.9,254478,276.8,274.9,108,274.95,79,316450,7.01156e+10
au1806,13:33:01.0,274.95,254488,276.8,274.9,108,274.95,76,316460,7.01184e+10
au1806,13:33:02.0,274.95,254488,276.8,274.9,108,274.95,76,316460,7.01184e+10
au1806,13:33:05.0,274.95,254488,276.8,274.9,108,274.95,60,316460,7.01184e+10
au1806,13:33:05.500,274.95,254488,276.8,274.9,109,274.95,60,316460,7.01184e+10
au1806,13:33:06.500,274.95,254488,276.8,274.9,109,274.95,50,316460,7.01184e+10
au1806,13:33:07.500,274.95,254498,276.8,274.9,109,274.95,45,316470,7.01211e+10
au1806,13:33:08.0,274.95,254498,276.8,274.9,111,274.95,45,316470,7.01211e+10
au1806,13:33:08.500,274.95,254500,276.8,274.9,111,274.95,44,316470,7.01217e+10
au1806,13:33:09.0,274.95,254500,276.8,274.9,111,274.95,44,316470,7.01217e+10
au1806,13:33:09.500,274.95,254500,276.8,274.9,111,274.95,44,316470,7.01217e+10
au1806,13:33:10.0,274.95,254500,276.8,274.9,111,274.95,44,316470,7.01217e+10
au1806,13:33:10.500,274.95,254500,276.8,274.9,111,274.95,47,316470,7.01217e+10
au1806,13:33:11.0,274.9,254502,276.8,274.9,110,274.95,47,316470,7.01222e+10
au1806,13:33:14.500,274.9,254502,276.8,274.9,110,274.95,47,316470,7.01222e+10
au1806,13:33:15.0,274.9,254504,276.8,274.9,109,274.95,54,316468,7.01228e+10
au1806,13:33:17.500,274.9,254504,276.8,274.9,109,274.95,54,316468,7.01228e+10
au1806,13:33:19.0,274.9,254504,276.8,274.9,108,274.95,86,316468,7.01228e+10
au1806,13:33:19.500,274.9,254504,276.8,274.9,108,274.95,99,316468,7.01228e+10
au1806,13:33:20.0,274.9,254504,276.8,274.9,108,274.95,100,316468,7.01228e+10
au1806,13:33:21.500,274.9,254504,276.8,274.9,107,274.95,100,316468,7.01228e+10
au1806,13:33:22.0,274.9,254504,276.8,274.9,106,274.95,100,316468,7.01228e+10
au1806,13:33:22.500,274.9,254504,276.8,274.9,106,274.95,100,316468,7.01228e+10
au1806,13:33:23.500,274.9,254504,276.8,274.9,106,274.95,100,316468,7.01228e+10
au1806,13:33:25.0,274.9,254504,276.8,274.9,106,274.95,100,316468,7.01228e+10
au1806,13:33:27.0,274.9,254568,276.8,274.9,74,274.95,100,316528,7.01404e+10
au1806,13:33:27.500,274.9,254572,276.8,274.9,69,274.95,102,316532,7.01415e+10
au1806,13:33:28.0,274.9,254572,276.8,274.9,70,274.95,102,316532,7.01415e+10
au1806,13:33:29.0,274.9,254572,276.8,274.9,70,274.95,103,316532,7.01415e+10
au1806,13:33:30.0,274.9,254572,276.8,274.9,66,274.95,103,316532,7.01415e+10
au1806,13:33:32.500,274.9,254572,276.8,274.9,66,274.95,102,316532,7.01415e+10
au1806,13:33:34.0,274.9,254574,276.8,274.9,65,274.95,102,316532,7.0142e+10
au1806,13:33:36.500,274.9,254574,276.8,274.9,66,274.95,102,316532,7.0142e+10
au1806,13:33:37.0,274.9,254574,276.8,274.9,67,274.95,103,316532,7.0142e+10
au1806,13:33:39.500,274.9,254574,276.8,274.9,67,274.95,103,316532,7.0142e+10
au1806,13:33:42.0,274.9,254576,276.8,274.9,66,274.95,102,316532,7.01426e+10
au1806,13:33:43.0,274.9,254578,276.8,274.9,65,274.95,70,316532,7.01431e+10
au1806,13:33:43.500,274.9,254578,276.8,274.9,65,274.95,70,316532,7.01431e+10
au1806,13:33:44.500,274.9,254578,276.8,274.9,70,274.95,70,316532,7.01431e+10
au1806,13:33:45.0,274.9,254578,276.8,274.9,71,274.95,70,316532,7.01431e+10
au1806,13:33:46.0,274.9,254578,276.8,274.9,71,274.95,70,316532,7.01431e+10
au1806,13:33:46.500,274.9,254578,276.8,274.9,71,274.95,74,316532,7.01431e+10
au1806,13:33:48.0,274.9,254578,276.8,274.9,72,274.95,74,316532,7.01431e+10
au1806,13:33:48.500,274.9,254578,276.8,274.9,73,274.95,74,316532,7.01431e+10
au1806,13:33:49.0,274.9,254578,276.8,274.9,83,274.95,74,316532,7.01431e+10
au1806,13:33:49.500,274.9,254578,276.8,274.9,83,274.95,74,316532,7.01431e+10
au1806,13:33:50.0,274.9,254578,276.8,274.9,83,274.95,74,316532,7.01431e+10
au1806,13:33:51.0,274.9,254578,276.8,274.9,85,274.95,74,316532,7.01431e+10
au1806,13:33:53.500,274.9,254578,276.8,274.9,86,274.95,74,316532,7.01431e+10
au1806,13:33:54.500,274.9,254578,276.8,274.9,87,274.95,74,316532,7.01431e+10
au1806,13:33:56.0,274.9,254578,276.8,274.9,88,274.95,74,316532,7.01431e+10
au1806,13:33:56.500,274.9,254578,276.8,274.9,88,274.95,74,316532,7.01431e+10
au1806,13:33:58.0,274.9,254578,276.8,274.9,88,274.95,74,316532,7.01431e+10
au1806,13:33:59.500,274.9,254578,276.8,274.9,76,274.95,86,316532,7.01431e+10
au1806,13:34:00.0,274.9,254578,276.8,274.9,65,274.95,86,316532,7.01431e+10
au1806,13:34:01.500,274.9,254578,276.8,274.9,65,274.95,86,316532,7.01431e+10
au1806,13:34:02.0,274.95,254586,276.8,274.9,66,274.95,82,316540,7.01453e+10
au1806,13:34:02.500,274.95,254586,276.8,274.9,66,274.95,82,316540,7.01453e+10
au1806,13:34:03.0,274.95,254586,276.8,274.9,66,274.95,82,316540,7.01453e+10
au1806,13:34:03.500,274.95,254586,276.8,274.9,66,274.95,82,316540,7.01453e+10
au1806,13:34:04.0,274.95,254586,276.8,274.9,67,274.95,82,316540,7.01453e+10
au1806,13:34:04.500,274.95,254586,276.8,274.9,79,274.95,68,316540,7.01453e+10
au1806,13:34:05.0,274.95,254586,276.8,274.9,90,274.95,67,316540,7.01453e+10
au1806,13:34:05.500,274.95,254586,276.8,274.9,90,274.95,65,316540,7.01453e+10
au1806,13:34:06.0,274.95,254586,276.8,274.9,94,274.95,45,316540,7.01453e+10
au1806,13:34:06.500,274.9,254590,276.8,274.9,94,274.95,45,316540,7.01464e+10
au1806,13:34:09.0,274.9,254590,276.8,274.9,96,274.95,45,316540,7.01464e+10
au1806,13:34:11.500,274.9,254590,276.8,274.9,97,274.95,42,316540,7.01464e+10
au1806,13:34:12.0,274.9,254590,276.8,274.9,97,274.95,42,316540,7.01464e+10
au1806,13:34:12.500,274.95,254612,276.8,274.9,97,274.95,32,316542,7.01525e+10
au1806,13:34:13.0,274.9,254688,276.8,274.9,91,275,122,316552,7.01734e+10
au1806,13:34:13.500,274.95,254690,276.8,274.9,95,274.95,1,316550,7.01739e+10
au1806,13:34:14.0,274.95,254698,276.8,274.95,1,275,137,316552,7.01761e+10
