ºÏÔ¼´úÂë,¸üĞÂÊ±¼ä,×îĞÂ¼Û,³É½»Á¿,Âò¼ÛÒ»,ÂòÁ¿Ò»,Âô¼ÛÒ»,ÂôÁ¿Ò»,³Ö²ÖÁ¿,»»ÊÖÂÊ
au1812,13:31:46.500,279.15,32392,281.25,279.15,5,279.2,24,63260,9.06901e+09
au1812,13:31:47.500,279.15,32392,281.25,279.15,5,279.2,27,63260,9.06901e+09
au1812,13:31:55.0,279.15,32392,281.25,279.15,5,279.2,24,63260,9.06901e+09
au1812,13:31:58.0,279.15,32392,281.25,279.15,10,279.2,24,63260,9.06901e+09
au1812,13:31:58.500,279.15,32392,281.25,279.15,10,279.2,21,63260,9.06901e+09
au1812,13:32:01.0,279.15,32392,281.25,279.15,10,279.2,21,63260,9.06901e+09
au1812,13:32:06.500,279.15,32392,281.25,279.15,17,279.2,23,63260,9.06901e+09
au1812,13:32:07.0,279.15,32392,281.25,279.15,21,279.2,23,63260,9.06901e+09
au1812,13:32:07.500,279.15,32392,281.25,279.15,23,279.2,23,63260,9.06901e+09
au1812,13:32:08.0,279.15,32392,281.25,279.15,27,279.2,4,63260,9.06901e+09
au1812,13:32:08.500,279.15,32392,281.25,279.15,29,279.2,4,63260,9.06901e+09
au1812,13:32:09.0,279.2,32394,281.25,279.15,29,279.2,3,63260,9.06957e+09
au1812,13:32:09.500,279.2,32400,281.25,279.2,5,279.25,23,63258,9.07124e+09
au1812,13:32:10.0,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:15.500,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:16.0,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:17.0,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:20.0,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:21.500,279.2,32400,281.25,279.2,5,279.25,23,63258,9.07124e+09
au1812,13:32:22.0,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:24.0,279.2,32400,281.25,279.2,5,279.25,26,63258,9.07124e+09
au1812,13:32:29.500,279.2,32400,281.25,279.2,5,279.25,23,63258,9.07124e+09
au1812,13:32:45.500,279.2,32400,281.25,279.2,12,279.25,16,63258,9.07124e+09
au1812,13:32:46.500,279.2,32400,281.25,279.2,12,279.25,13,63258,9.07124e+09
au1812,13:32:47.0,279.25,32408,281.25,279.2,12,279.25,9,63266,9.07348e+09
au1812,13:32:47.500,279.25,32408,281.25,279.2,14,279.25,9,63266,9.07348e+09
au1812,13:32:48.0,279.25,32408,281.25,279.2,14,279.25,10,63266,9.07348e+09
au1812,13:32:50.500,279.25,32408,281.25,279.2,14,279.25,1,63266,9.07348e+09
au1812,13:32:51.500,279.25,32408,281.25,279.2,17,279.25,1,63266,9.07348e+09
au1812,13:33:01.0,279.25,32408,281.25,279.2,17,279.25,11,63266,9.07348e+09
au1812,13:33:07.0,279.25,32408,281.25,279.2,22,279.25,11,63266,9.07348e+09
au1812,13:33:15.500,279.25,32408,281.25,279.2,17,279.25,11,63266,9.07348e+09
au1812,13:33:20.500,279.25,32410,281.25,279.2,17,279.25,10,63266,9.07404e+09
au1812,13:33:22.0,279.25,32410,281.25,279.2,17,279.25,10,63266,9.07404e+09
au1812,13:33:27.500,279.25,32410,281.25,279.2,17,279.25,16,63266,9.07404e+09
au1812,13:33:28.0,279.25,32410,281.25,279.2,17,279.25,16,63266,9.07404e+09
au1812,13:33:28.500,279.25,32410,281.25,279.2,17,279.25,16,63266,9.07404e+09
au1812,13:33:31.0,279.25,32410,281.25,279.2,17,279.25,16,63266,9.07404e+09
au1812,13:33:40.500,279.25,32412,281.25,279.2,17,279.25,15,63268,9.07459e+09
au1812,13:33:43.500,279.25,32412,281.25,279.2,17,279.25,12,63268,9.07459e+09
au1812,13:33:45.500,279.25,32412,281.25,279.2,17,279.25,14,63268,9.07459e+09
au1812,13:33:52.0,279.25,32412,281.25,279.2,17,279.25,14,63268,9.07459e+09
au1812,13:33:54.0,279.25,32412,281.25,279.2,17,279.25,14,63268,9.07459e+09
au1812,13:33:59.500,279.25,32412,281.25,279.2,10,279.25,21,63268,9.07459e+09
au1812,13:34:00.500,279.25,32412,281.25,279.2,10,279.25,24,63268,9.07459e+09
au1812,13:34:02.500,279.25,32412,281.25,279.2,10,279.25,21,63268,9.07459e+09
au1812,13:34:04.500,279.25,32412,281.25,279.2,17,279.25,14,63268,9.07459e+09
au1812,13:34:05.0,279.2,32414,281.25,279.2,16,279.25,14,63268,9.07515e+09
au1812,13:34:06.500,279.2,32414,281.25,279.2,21,279.25,11,63268,9.07515e+09
au1812,13:34:07.500,279.2,32414,281.25,279.2,21,279.25,11,63268,9.07515e+09
au1812,13:34:09.0,279.2,32414,281.25,279.2,21,279.25,11,63268,9.07515e+09
au1812,13:34:10.0,279.2,32414,281.25,279.2,21,279.25,11,63268,9.07515e+09
au1812,13:34:12.500,279.25,32418,281.25,279.2,21,279.25,9,63272,9.07627e+09
au1812,13:34:13.500,279.25,32418,281.25,279.2,22,279.25,9,63272,9.07627e+09
au1812,13:34:14.0,279.25,32418,281.25,279.2,22,279.25,2,63272,9.07627e+09
au1812,13:34:14.500,279.25,32418,281.25,279.2,25,279.25,2,63272,9.07627e+09
au1812,13:34:15.0,279.25,32418,281.25,279.2,21,279.25,2,63272,9.07627e+09
au1812,13:34:22.0,279.25,32418,281.25,279.2,21,279.25,2,63272,9.07627e+09
au1812,13:34:23.500,279.25,32418,281.25,279.2,22,279.25,2,63272,9.07627e+09
au1812,13:34:28.0,279.25,32420,281.25,279.2,22,279.25,1,63272,9.07683e+09
au1812,13:34:28.500,279.25,32420,281.25,279.2,22,279.25,1,63272,9.07683e+09
au1812,13:34:30.500,279.25,32420,281.25,279.2,26,279.25,1,63272,9.07683e+09
au1812,13:34:31.0,279.25,32420,281.25,279.2,27,279.25,1,63272,9.07683e+09
au1812,13:34:36.0,279.25,32420,281.25,279.2,22,279.25,1,63272,9.07683e+09
au1812,13:34:40.500,279.25,32420,281.25,279.2,22,279.25,11,63272,9.07683e+09
au1812,13:34:41.0,279.25,32420,281.25,279.2,21,279.25,11,63272,9.07683e+09
au1812,13:34:42.0,279.25,32420,281.25,279.2,21,279.25,11,63272,9.07683e+09
au1812,13:34:53.500,279.25,32420,281.25,279.2,21,279.25,11,63272,9.07683e+09
au1812,13:34:54.500,279.25,32420,281.25,279.2,29,279.25,11,63272,9.07683e+09
au1812,13:34:55.500,279.25,32420,281.25,279.2,29,279.25,11,63272,9.07683e+09
au1812,13:34:57.500,279.25,32420,281.25,279.2,29,279.25,1,63272,9.07683e+09
au1812,13:34:58.0,279.25,32420,281.25,279.2,30,279.25,1,63272,9.07683e+09
au1812,13:35:02.0,279.25,32420,281.25,279.2,31,279.25,1,63272,9.07683e+09
au1812,13:35:03.0,279.2,32422,281.25,279.2,27,279.25,1,63270,9.07739e+09
au1812,13:35:03.500,279.2,32422,281.25,279.2,28,279.25,1,63270,9.07739e+09
au1812,13:35:11.500,279.2,32422,281.25,279.2,28,279.25,2,63270,9.07739e+09
au1812,13:35:14.0,279.2,32422,281.25,279.2,28,279.25,3,63270,9.07739e+09
au1812,13:35:33.0,279.25,32428,281.25,279.2,25,279.3,20,63266,9.07906e+09
au1812,13:35:33.500,279.25,32428,281.25,279.2,25,279.3,23,63266,9.07906e+09
au1812,13:35:39.500,279.25,32428,281.25,279.2,25,279.3,23,63266,9.07906e+09
au1812,13:35:40.0,279.25,32428,281.25,279.2,25,279.3,20,63266,9.07906e+09
au1812,13:35:41.0,279.25,32428,281.25,279.25,5,279.3,20,63266,9.07906e+09
au1812,13:35:41.500,279.25,32428,281.25,279.25,5,279.3,22,63266,9.07906e+09
au1812,13:35:47.0,279.25,32428,281.25,279.25,5,279.3,22,63266,9.07906e+09
au1812,13:35:53.500,279.25,32428,281.25,279.25,26,279.3,22,63266,9.07906e+09
au1812,13:35:54.0,279.25,32428,281.25,279.25,33,279.3,22,63266,9.07906e+09
au1812,13:35:54.500,279.25,32428,281.25,279.25,33,279.3,22,63266,9.07906e+09
au1812,13:35:55.500,279.25,32428,281.25,279.25,33,279.3,22,63266,9.07906e+09
au1812,13:35:56.0,279.25,32428,281.25,279.25,33,279.3,22,63266,9.07906e+09
au1812,13:35:57.0,279.25,32448,281.25,279.25,32,279.3,22,63262,9.08465e+09
au1812,13:35:57.500,279.25,32448,281.25,279.25,33,279.3,22,63262,9.08465e+09
au1812,13:36:00.0,279.25,32448,281.25,279.25,33,279.3,10,63262,9.08465e+09
au1812,13:36:02.500,279.3,32452,281.25,279.25,33,279.3,8,63266,9.08576e+09
au1812,13:36:05.500,279.3,32452,281.25,279.25,33,279.3,8,63266,9.08576e+09
au1812,13:36:09.500,279.3,32452,281.25,279.25,33,279.3,8,63266,9.08576e+09
au1812,13:36:10.0,279.3,32452,281.25,279.25,33,279.3,8,63266,9.08576e+09
au1812,13:36:13.500,279.3,32452,281.25,279.25,33,279.3,3,63266,9.08576e+09
au1812,13:36:19.500,279.3,32452,281.25,279.25,33,279.3,4,63266,9.08576e+09
au1812,13:36:22.0,279.3,32452,281.25,279.25,33,279.3,4,63266,9.08576e+09
au1812,13:36:27.0,279.25,32462,281.25,279.25,28,279.3,4,63256,9.08856e+09
au1812,13:36:31.500,279.25,32462,281.25,279.25,29,279.3,4,63256,9.08856e+09
au1812,13:36:32.500,279.25,32462,281.25,279.25,41,279.3,4,63256,9.08856e+09
au1812,13:36:33.500,279.3,32470,281.25,279.3,1,279.35,19,63252,9.09079e+09
au1812,13:36:34.0,279.3,32470,281.25,279.3,1,279.35,27,63252,9.09079e+09
au1812,13:36:35.0,279.3,32470,281.25,279.3,1,279.35,27,63252,9.09079e+09
au1812,13:36:37.0,279.3,32470,281.25,279.3,1,279.35,27,63252,9.09079e+09
au1812,13:36:47.0,279.3,32470,281.25,279.3,1,279.35,27,63252,9.09079e+09
au1812,13:36:47.500,279.3,32470,281.25,279.3,1,279.35,27,63252,9.09079e+09
au1812,13:36:53.500,279.3,32470,281.25,279.3,2,279.35,27,63252,9.09079e+09
au1812,13:37:01.0,279.3,32470,281.25,279.3,2,279.35,27,63252,9.09079e+09
au1812,13:37:06.0,279.3,32470,281.25,279.3,2,279.35,27,63252,9.09079e+09
au1812,13:37:15.0,279.3,32472,281.25,279.3,1,279.35,27,63252,9.09135e+09
au1812,13:37:16.0,279.3,32472,281.25,279.3,1,279.35,27,63252,9.09135e+09
au1812,13:37:16.500,279.3,32472,281.25,279.3,1,279.35,31,63252,9.09135e+09
au1812,13:37:17.0,279.3,32472,281.25,279.3,1,279.35,33,63252,9.09135e+09
au1812,13:37:21.500,279.3,32474,281.25,279.25,26,279.35,33,63252,9.09191e+09
au1812,13:37:22.0,279.3,32474,281.25,279.25,26,279.3,3,63252,9.09191e+09
au1812,13:37:22.500,279.3,32474,281.25,279.25,26,279.3,3,63252,9.09191e+09
au1812,13:37:24.500,279.3,32474,281.25,279.25,26,279.3,4,63252,9.09191e+09
au1812,13:37:27.500,279.3,32474,281.25,279.25,26,279.3,14,63252,9.09191e+09
au1812,13:37:28.500,279.3,32474,281.25,279.25,27,279.3,14,63252,9.09191e+09
au1812,13:37:30.500,279.3,32474,281.25,279.25,27,279.3,19,63252,9.09191e+09
au1812,13:37:33.500,279.3,32486,281.25,279.25,27,279.3,14,63264,9.09526e+09
au1812,13:37:35.500,279.3,32486,281.25,279.25,28,279.3,14,63264,9.09526e+09
au1812,13:37:36.500,279.3,32486,281.25,279.25,16,279.3,14,63264,9.09526e+09
au1812,13:37:37.0,279.3,32486,281.25,279.25,16,279.3,14,63264,9.09526e+09
au1812,13:37:40.500,279.3,32486,281.25,279.25,17,279.3,14,63264,9.09526e+09
au1812,13:37:52.0,279.3,32486,281.25,279.25,17,279.3,8,63264,9.09526e+09
au1812,13:37:55.0,279.3,32486,281.25,279.25,17,279.3,8,63264,9.09526e+09
au1812,13:37:55.500,279.3,32486,281.25,279.25,17,279.3,8,63264,9.09526e+09
au1812,13:38:06.0,279.3,32486,281.25,279.25,10,279.3,15,63264,9.09526e+09
au1812,13:38:06.500,279.25,32500,281.25,279.25,1,279.3,15,63278,9.09917e+09
au1812,13:38:07.0,279.25,32500,281.25,279.25,1,279.3,21,63278,9.09917e+09
au1812,13:38:08.0,279.25,32500,281.25,279.25,1,279.3,21,63278,9.09917e+09
au1812,13:38:10.0,279.25,32500,281.25,279.25,1,279.3,33,63278,9.09917e+09
au1812,13:38:13.0,279.25,32502,281.25,279.2,20,279.3,33,63278,9.09973e+09
au1812,13:38:13.500,279.25,32502,281.25,279.2,39,279.3,33,63278,9.09973e+09
au1812,13:38:22.0,279.25,32502,281.25,279.2,39,279.3,33,63278,9.09973e+09
au1812,13:38:26.0,279.25,32502,281.25,279.2,51,279.3,33,63278,9.09973e+09
au1812,13:38:33.0,279.25,32502,281.25,279.2,51,279.3,33,63278,9.09973e+09
au1812,13:38:33.500,279.25,32502,281.25,279.25,7,279.3,26,63278,9.09973e+09
au1812,13:38:34.0,279.25,32502,281.25,279.25,7,279.3,26,63278,9.09973e+09
au1812,13:38:45.0,279.25,32502,281.25,279.25,7,279.3,26,63278,9.09973e+09
au1812,13:38:45.500,279.25,32504,281.25,279.25,6,279.3,26,63278,9.10029e+09
au1812,13:39:03.500,279.25,32504,281.25,279.2,44,279.3,26,63278,9.10029e+09
au1812,13:39:04.0,279.25,32504,281.25,279.2,52,279.3,26,63278,9.10029e+09
au1812,13:39:10.500,279.25,32504,281.25,279.2,52,279.3,38,63278,9.10029e+09
au1812,13:39:16.500,279.25,32504,281.25,279.25,3,279.3,38,63278,9.10029e+09
au1812,13:39:17.0,279.25,32504,281.25,279.25,3,279.3,38,63278,9.10029e+09
au1812,13:39:21.500,279.25,32504,281.25,279.25,4,279.3,38,63278,9.10029e+09
au1812,13:39:32.500,279.25,32504,281.25,279.25,4,279.3,38,63278,9.10029e+09
au1812,13:39:33.500,279.25,32506,281.25,279.25,3,279.3,38,63278,9.10084e+09
au1812,13:39:40.0,279.25,32506,281.25,279.25,3,279.3,39,63278,9.10084e+09
au1812,13:39:40.500,279.25,32506,281.25,279.25,10,279.3,39,63278,9.10084e+09
au1812,13:39:42.0,279.25,32506,281.25,279.25,10,279.3,27,63278,9.10084e+09
au1812,13:40:13.500,279.25,32506,281.25,279.25,11,279.3,27,63278,9.10084e+09
au1812,13:40:17.0,279.25,32506,281.25,279.25,11,279.3,21,63278,9.10084e+09
au1812,13:40:18.0,279.25,32506,281.25,279.25,11,279.3,20,63278,9.10084e+09
au1812,13:40:18.500,279.25,32508,281.25,279.25,10,279.3,20,63278,9.1014e+09
au1812,13:40:22.500,279.25,32508,281.25,279.25,10,279.3,14,63278,9.1014e+09
au1812,13:40:23.500,279.25,32508,281.25,279.25,12,279.3,14,63278,9.1014e+09
au1812,13:40:27.500,279.25,32508,281.25,279.25,12,279.3,8,63278,9.1014e+09
au1812,13:40:31.0,279.25,32508,281.25,279.25,13,279.3,8,63278,9.1014e+09
au1812,13:40:32.0,279.25,32508,281.25,279.25,14,279.3,8,63278,9.1014e+09
au1812,13:40:32.500,279.3,32510,281.25,279.25,35,279.3,7,63278,9.10196e+09
au1812,13:40:33.0,279.3,32516,281.25,279.25,48,279.3,4,63284,9.10364e+09
au1812,13:40:33.500,279.3,32516,281.25,279.25,48,279.35,19,63284,9.10364e+09
au1812,13:40:34.0,279.25,32518,281.25,279.25,47,279.35,27,63284,9.1042e+09
au1812,13:40:34.500,279.25,32518,281.25,279.25,48,279.35,27,63284,9.1042e+09
au1812,13:40:36.0,279.25,32520,281.25,279.25,47,279.35,15,63282,9.10475e+09
au1812,13:40:36.500,279.25,32522,281.25,279.25,46,279.35,15,63280,9.10531e+09
au1812,13:40:38.0,279.25,32524,281.25,279.25,45,279.35,15,63278,9.10587e+09
au1812,13:40:40.0,279.25,32526,281.25,279.25,44,279.35,15,63276,9.10643e+09
au1812,13:40:40.500,279.25,32526,281.25,279.3,25,279.35,15,63276,9.10643e+09
au1812,13:40:41.0,279.25,32526,281.25,279.3,27,279.35,15,63276,9.10643e+09
au1812,13:40:42.500,279.25,32526,281.25,279.3,34,279.35,8,63276,9.10643e+09
au1812,13:40:43.500,279.25,32526,281.25,279.3,34,279.4,21,63276,9.10643e+09
au1812,13:40:44.0,279.25,32526,281.25,279.3,34,279.4,34,63276,9.10643e+09
au1812,13:40:44.500,279.25,32526,281.25,279.3,34,279.4,37,63276,9.10643e+09
au1812,13:40:48.500,279.25,32526,281.25,279.3,46,279.4,37,63276,9.10643e+09
au1812,13:40:49.500,279.25,32526,281.25,279.3,58,279.4,37,63276,9.10643e+09
au1812,13:40:53.0,279.4,32530,281.25,279.3,58,279.4,35,63276,9.10755e+09
au1812,13:40:55.0,279.4,32530,281.25,279.3,58,279.4,35,63276,9.10755e+09
au1812,13:41:02.500,279.4,32530,281.25,279.3,58,279.4,37,63276,9.10755e+09
au1812,13:41:05.500,279.4,32530,281.25,279.3,58,279.4,37,63276,9.10755e+09
au1812,13:41:07.500,279.4,32530,281.25,279.3,58,279.4,37,63276,9.10755e+09
au1812,13:41:08.500,279.4,32530,281.25,279.3,58,279.4,37,63276,9.10755e+09
au1812,13:41:09.0,279.4,32530,281.25,279.3,58,279.4,37,63276,9.10755e+09
au1812,13:41:10.0,279.4,32532,281.25,279.3,58,279.4,36,63276,9.10811e+09
au1812,13:41:11.500,279.4,32532,281.25,279.3,58,279.4,38,63276,9.10811e+09
au1812,13:41:15.500,279.4,32532,281.25,279.3,58,279.4,38,63276,9.10811e+09
au1812,13:41:19.0,279.4,32532,281.25,279.3,58,279.4,38,63276,9.10811e+09
au1812,13:41:27.500,279.4,32532,281.25,279.3,58,279.4,39,63276,9.10811e+09
au1812,13:41:33.0,279.4,32532,281.25,279.35,1,279.4,39,63276,9.10811e+09
au1812,13:41:33.500,279.35,32534,281.25,279.3,33,279.4,39,63276,9.10866e+09
au1812,13:41:34.500,279.35,32534,281.25,279.3,33,279.35,1,63276,9.10866e+09
au1812,13:41:35.0,279.35,32534,281.25,279.3,33,279.35,1,63276,9.10866e+09
au1812,13:41:37.500,279.35,32534,281.25,279.3,33,279.35,1,63276,9.10866e+09
au1812,13:41:44.500,279.35,32536,281.25,279.3,33,279.4,26,63276,9.10922e+09
au1812,13:41:45.0,279.35,32536,281.25,279.3,33,279.4,39,63276,9.10922e+09
au1812,13:41:48.0,279.4,32538,281.25,279.3,33,279.4,38,63276,9.10978e+09
au1812,13:41:49.500,279.4,32538,281.25,279.3,33,279.4,38,63276,9.10978e+09
au1812,13:42:06.500,279.4,32538,281.25,279.3,33,279.4,39,63276,9.10978e+09
au1812,13:42:07.0,279.4,32538,281.25,279.3,33,279.4,41,63276,9.10978e+09
au1812,13:42:16.500,279.4,32538,281.25,279.3,33,279.4,41,63276,9.10978e+09
au1812,13:42:23.500,279.4,32538,281.25,279.35,1,279.4,41,63276,9.10978e+09
au1812,13:42:24.500,279.35,32540,281.25,279.3,33,279.4,41,63276,9.11034e+09
au1812,13:42:25.500,279.35,32540,281.25,279.3,33,279.35,1,63276,9.11034e+09
au1812,13:42:26.0,279.35,32540,281.25,279.3,33,279.35,1,63276,9.11034e+09
au1812,13:42:27.0,279.35,32540,281.25,279.3,33,279.35,1,63276,9.11034e+09
au1812,13:42:29.0,279.35,32540,281.25,279.3,33,279.35,6,63276,9.11034e+09
au1812,13:42:49.0,279.35,32540,281.25,279.3,26,279.35,13,63276,9.11034e+09
au1812,13:42:55.500,279.35,32540,281.25,279.3,26,279.35,12,63276,9.11034e+09
au1812,13:42:59.0,279.35,32540,281.25,279.3,33,279.35,5,63276,9.11034e+09
au1812,13:43:01.0,279.35,32540,281.25,279.3,21,279.35,5,63276,9.11034e+09
au1812,13:43:02.0,279.35,32540,281.25,279.3,22,279.35,5,63276,9.11034e+09
au1812,13:43:04.0,279.35,32540,281.25,279.3,10,279.35,5,63276,9.11034e+09
au1812,13:43:05.500,279.35,32540,281.25,279.3,10,279.35,5,63276,9.11034e+09
au1812,13:43:07.500,279.35,32540,281.25,279.3,10,279.35,5,63276,9.11034e+09
au1812,13:43:08.0,279.35,32540,281.25,279.3,10,279.35,5,63276,9.11034e+09
au1812,13:43:08.500,279.35,32540,281.25,279.3,10,279.35,5,63276,9.11034e+09
au1812,13:43:09.0,279.35,32540,281.25,279.3,10,279.35,5,63276,9.11034e+09
au1812,13:43:13.500,279.35,32540,281.25,279.3,10,279.4,28,63276,9.11034e+09
au1812,13:43:14.0,279.35,32540,281.25,279.3,10,279.4,41,63276,9.11034e+09
au1812,13:43:18.0,279.35,32540,281.25,279.3,11,279.4,41,63276,9.11034e+09
au1812,13:43:21.0,279.35,32540,281.25,279.3,35,279.4,41,63276,9.11034e+09
au1812,13:43:24.500,279.35,32540,281.25,279.3,36,279.4,41,63276,9.11034e+09
au1812,13:43:32.0,279.35,32540,281.25,279.3,36,279.4,40,63276,9.11034e+09
au1812,13:43:34.0,279.35,32540,281.25,279.3,36,279.35,2,63276,9.11034e+09
au1812,13:43:34.500,279.35,32540,281.25,279.3,36,279.35,2,63276,9.11034e+09
au1812,13:43:45.500,279.35,32540,281.25,279.3,36,279.35,2,63276,9.11034e+09
au1812,13:43:46.500,279.35,32540,281.25,279.3,36,279.35,2,63276,9.11034e+09
au1812,13:43:49.500,279.35,32540,281.25,279.3,36,279.35,2,63276,9.11034e+09
au1812,13:43:55.500,279.35,32540,281.25,279.3,36,279.35,2,63276,9.11034e+09
au1812,13:43:59.500,279.35,32540,281.25,279.3,29,279.35,2,63276,9.11034e+09
au1812,13:44:00.0,279.35,32544,281.25,279.3,29,279.4,27,63280,9.11146e+09
au1812,13:44:00.500,279.35,32544,281.25,279.3,29,279.4,40,63280,9.11146e+09
au1812,13:44:02.0,279.35,32544,281.25,279.3,36,279.4,40,63280,9.11146e+09
au1812,13:44:13.500,279.35,32544,281.25,279.35,10,279.4,40,63280,9.11146e+09
au1812,13:44:19.0,279.35,32564,281.25,279.3,36,279.4,39,63280,9.11705e+09
au1812,13:44:21.0,279.35,32564,281.25,279.3,44,279.4,39,63280,9.11705e+09
au1812,13:44:23.0,279.35,32564,281.25,279.3,68,279.4,39,63280,9.11705e+09
au1812,13:44:23.500,279.4,32568,281.25,279.3,68,279.4,37,63276,9.11816e+09
au1812,13:44:24.0,279.4,32568,281.25,279.3,68,279.35,10,63276,9.11816e+09
au1812,13:44:24.500,279.4,32568,281.25,279.3,69,279.35,10,63276,9.11816e+09
au1812,13:44:25.0,279.3,32574,281.25,279.3,66,279.35,10,63282,9.11984e+09
au1812,13:44:27.0,279.3,32574,281.25,279.3,66,279.4,24,63282,9.11984e+09
au1812,13:44:27.500,279.3,32574,281.25,279.3,66,279.4,37,63282,9.11984e+09
