合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
T1806,13:25:31.500,93.565,17118,93.775,93.56,18,93.565,14,46313,1.6034e+10
T1806,13:25:32.0,93.565,17132,93.775,93.565,2,93.57,9,46310,1.60471e+10
T1806,13:25:32.500,93.565,17132,93.775,93.56,18,93.57,9,46310,1.60471e+10
T1806,13:25:33.0,93.56,17134,93.775,93.56,17,93.57,9,46311,1.6049e+10
T1806,13:25:33.500,93.56,17134,93.775,93.56,17,93.57,9,46311,1.6049e+10
T1806,13:25:34.0,93.56,17134,93.775,93.56,17,93.57,10,46311,1.6049e+10
T1806,13:25:34.500,93.56,17135,93.775,93.56,16,93.57,10,46311,1.60499e+10
T1806,13:25:35.0,93.56,17135,93.775,93.56,16,93.57,10,46311,1.60499e+10
T1806,13:25:35.500,93.56,17135,93.775,93.56,16,93.57,10,46311,1.60499e+10
T1806,13:25:36.0,93.57,17136,93.775,93.56,16,93.57,9,46311,1.60508e+10
T1806,13:25:36.500,93.57,17136,93.775,93.56,16,93.57,9,46311,1.60508e+10
T1806,13:25:37.0,93.57,17136,93.775,93.56,17,93.57,9,46311,1.60508e+10
T1806,13:25:38.0,93.56,17139,93.775,93.56,15,93.57,9,46310,1.60536e+10
T1806,13:25:38.500,93.56,17139,93.775,93.56,15,93.57,10,46310,1.60536e+10
T1806,13:25:39.0,93.56,17139,93.775,93.56,15,93.57,10,46310,1.60536e+10
T1806,13:25:39.500,93.56,17139,93.775,93.565,1,93.57,10,46310,1.60536e+10
T1806,13:25:40.0,93.565,17140,93.775,93.56,16,93.565,1,46309,1.60546e+10
T1806,13:25:40.500,93.565,17141,93.775,93.565,1,93.57,10,46308,1.60555e+10
T1806,13:25:41.0,93.565,17142,93.775,93.56,16,93.565,1,46308,1.60564e+10
T1806,13:25:41.500,93.565,17145,93.775,93.565,4,93.57,10,46308,1.60593e+10
T1806,13:25:42.0,93.565,17145,93.775,93.565,3,93.57,10,46308,1.60593e+10
T1806,13:25:42.500,93.57,17147,93.775,93.56,16,93.57,8,46306,1.60611e+10
T1806,13:25:43.0,93.565,17148,93.775,93.56,15,93.57,9,46307,1.60621e+10
T1806,13:25:44.0,93.565,17148,93.775,93.56,16,93.57,9,46307,1.60621e+10
T1806,13:25:44.500,93.565,17148,93.775,93.56,16,93.565,2,46307,1.60621e+10
T1806,13:25:45.0,93.565,17150,93.775,93.565,3,93.57,20,46307,1.60639e+10
T1806,13:25:45.500,93.565,17152,93.775,93.565,2,93.57,20,46309,1.60658e+10
T1806,13:25:46.0,93.565,17154,93.775,93.56,16,93.565,5,46308,1.60677e+10
T1806,13:25:46.500,93.57,17164,93.775,93.56,16,93.57,11,46305,1.6077e+10
T1806,13:25:47.0,93.57,17164,93.775,93.565,2,93.57,11,46305,1.6077e+10
T1806,13:25:47.500,93.57,17164,93.775,93.565,2,93.57,11,46305,1.6077e+10
T1806,13:25:48.500,93.57,17164,93.775,93.565,3,93.57,11,46305,1.6077e+10
T1806,13:25:49.0,93.57,17168,93.775,93.565,3,93.57,7,46309,1.60808e+10
T1806,13:25:49.500,93.57,17168,93.775,93.565,4,93.57,8,46309,1.60808e+10
T1806,13:25:50.0,93.57,17168,93.775,93.565,6,93.57,8,46309,1.60808e+10
T1806,13:25:51.500,93.57,17178,93.775,93.565,6,93.57,2,46306,1.60901e+10
T1806,13:25:52.0,93.57,17180,93.775,93.565,20,93.575,8,46306,1.6092e+10
T1806,13:25:52.500,93.57,17180,93.775,93.57,3,93.575,9,46306,1.6092e+10
T1806,13:25:53.0,93.57,17180,93.775,93.57,3,93.575,10,46306,1.6092e+10
T1806,13:25:53.500,93.57,17180,93.775,93.57,2,93.575,10,46306,1.6092e+10
T1806,13:25:54.500,93.575,17181,93.775,93.57,2,93.575,9,46306,1.60929e+10
T1806,13:25:55.0,93.575,17184,93.775,93.57,23,93.575,6,46304,1.60957e+10
T1806,13:25:55.500,93.575,17192,93.775,93.57,23,93.58,16,46300,1.61032e+10
T1806,13:25:56.500,93.575,17192,93.775,93.575,10,93.58,16,46300,1.61032e+10
T1806,13:25:57.0,93.575,17192,93.775,93.575,10,93.58,15,46300,1.61032e+10
T1806,13:25:57.500,93.575,17192,93.775,93.575,10,93.58,15,46300,1.61032e+10
T1806,13:25:58.0,93.575,17192,93.775,93.575,10,93.58,15,46300,1.61032e+10
T1806,13:25:58.500,93.575,17195,93.775,93.575,7,93.58,15,46300,1.6106e+10
T1806,13:25:59.0,93.575,17200,93.775,93.575,3,93.58,15,46301,1.61107e+10
T1806,13:25:59.500,93.575,17203,93.775,93.57,30,93.575,3,46301,1.61135e+10
T1806,13:26:00.500,93.57,17207,93.775,93.57,26,93.575,3,46298,1.61173e+10
T1806,13:26:01.0,93.57,17207,93.775,93.57,26,93.575,4,46298,1.61173e+10
T1806,13:26:02.0,93.575,17208,93.775,93.57,26,93.575,4,46297,1.61182e+10
T1806,13:26:02.500,93.575,17208,93.775,93.57,26,93.575,4,46297,1.61182e+10
T1806,13:26:03.0,93.575,17208,93.775,93.57,26,93.575,4,46297,1.61182e+10
T1806,13:26:03.500,93.575,17208,93.775,93.57,28,93.575,7,46297,1.61182e+10
T1806,13:26:04.0,93.575,17208,93.775,93.57,28,93.575,8,46297,1.61182e+10
T1806,13:26:04.500,93.575,17208,93.775,93.57,28,93.575,9,46297,1.61182e+10
T1806,13:26:05.500,93.575,17208,93.775,93.57,28,93.575,9,46297,1.61182e+10
T1806,13:26:06.0,93.575,17208,93.775,93.57,30,93.575,10,46297,1.61182e+10
T1806,13:26:06.500,93.575,17208,93.775,93.57,29,93.575,10,46297,1.61182e+10
T1806,13:26:07.500,93.575,17208,93.775,93.57,29,93.575,10,46297,1.61182e+10
T1806,13:26:08.500,93.575,17208,93.775,93.57,31,93.575,10,46297,1.61182e+10
T1806,13:26:09.500,93.57,17213,93.775,93.57,26,93.575,10,46292,1.61229e+10
T1806,13:26:10.0,93.56,17258,93.775,93.555,29,93.56,5,46307,1.6165e+10
T1806,13:26:10.500,93.56,17266,93.775,93.56,8,93.57,2,46309,1.61725e+10
T1806,13:26:11.0,93.56,17266,93.775,93.56,9,93.57,8,46309,1.61725e+10
T1806,13:26:11.500,93.56,17266,93.775,93.56,9,93.57,8,46309,1.61725e+10
T1806,13:26:12.0,93.56,17266,93.775,93.56,12,93.57,10,46309,1.61725e+10
T1806,13:26:12.500,93.57,17267,93.775,93.565,1,93.57,9,46310,1.61734e+10
T1806,13:26:13.0,93.565,17268,93.775,93.56,12,93.565,1,46310,1.61743e+10
T1806,13:26:13.500,93.565,17269,93.775,93.565,2,93.57,9,46309,1.61753e+10
T1806,13:26:14.0,93.565,17269,93.775,93.565,2,93.57,9,46309,1.61753e+10
T1806,13:26:14.500,93.57,17270,93.775,93.565,3,93.57,8,46309,1.61762e+10
T1806,13:26:15.0,93.565,17271,93.775,93.565,2,93.57,7,46308,1.61772e+10
T1806,13:26:15.500,93.565,17271,93.775,93.565,2,93.57,7,46308,1.61772e+10
T1806,13:26:16.0,93.565,17271,93.775,93.565,1,93.57,7,46308,1.61772e+10
T1806,13:26:16.500,93.565,17273,93.775,93.56,13,93.57,6,46307,1.6179e+10
T1806,13:26:17.500,93.565,17273,93.775,93.56,14,93.57,8,46307,1.6179e+10
T1806,13:26:18.0,93.565,17273,93.775,93.56,14,93.565,1,46307,1.6179e+10
T1806,13:26:18.500,93.565,17274,93.775,93.565,4,93.57,8,46306,1.618e+10
T1806,13:26:19.0,93.565,17274,93.775,93.565,4,93.57,8,46306,1.618e+10
T1806,13:26:19.500,93.565,17274,93.775,93.565,4,93.57,8,46306,1.618e+10
T1806,13:26:20.0,93.565,17274,93.775,93.565,4,93.57,8,46306,1.618e+10
T1806,13:26:21.0,93.565,17274,93.775,93.565,5,93.57,8,46306,1.618e+10
T1806,13:26:21.500,93.565,17274,93.775,93.565,5,93.57,8,46306,1.618e+10
T1806,13:26:22.0,93.565,17274,93.775,93.565,17,93.57,8,46306,1.618e+10
T1806,13:26:22.500,93.565,17274,93.775,93.565,18,93.57,4,46306,1.618e+10
T1806,13:26:23.0,93.565,17275,93.775,93.565,17,93.57,2,46306,1.61809e+10
T1806,13:26:23.500,93.565,17275,93.775,93.565,15,93.57,2,46306,1.61809e+10
T1806,13:26:24.0,93.565,17275,93.775,93.565,15,93.57,4,46306,1.61809e+10
T1806,13:26:25.500,93.565,17275,93.775,93.565,15,93.57,4,46306,1.61809e+10
T1806,13:26:26.0,93.565,17275,93.775,93.565,15,93.57,3,46306,1.61809e+10
T1806,13:26:27.0,93.565,17275,93.775,93.565,15,93.57,3,46306,1.61809e+10
T1806,13:26:27.500,93.565,17275,93.775,93.565,15,93.57,4,46306,1.61809e+10
T1806,13:26:28.0,93.565,17275,93.775,93.565,15,93.57,4,46306,1.61809e+10
T1806,13:26:28.500,93.57,17276,93.775,93.565,15,93.57,3,46306,1.61818e+10
T1806,13:26:29.0,93.57,17276,93.775,93.565,15,93.57,3,46306,1.61818e+10
T1806,13:26:30.0,93.57,17276,93.775,93.565,15,93.57,3,46306,1.61818e+10
T1806,13:26:30.500,93.565,17277,93.775,93.565,14,93.57,7,46305,1.61828e+10
T1806,13:26:31.0,93.565,17277,93.775,93.565,14,93.57,7,46305,1.61828e+10
T1806,13:26:31.500,93.57,17279,93.775,93.565,14,93.57,5,46306,1.61846e+10
T1806,13:26:33.0,93.57,17279,93.775,93.565,14,93.57,5,46306,1.61846e+10
T1806,13:26:33.500,93.57,17279,93.775,93.565,14,93.57,5,46306,1.61846e+10
T1806,13:26:34.500,93.565,17280,93.775,93.565,13,93.57,5,46305,1.61856e+10
T1806,13:26:35.500,93.565,17280,93.775,93.565,13,93.57,5,46305,1.61856e+10
T1806,13:26:36.0,93.565,17280,93.775,93.565,14,93.57,5,46305,1.61856e+10
T1806,13:26:36.500,93.57,17282,93.775,93.565,14,93.57,3,46305,1.61874e+10
T1806,13:26:37.0,93.57,17285,93.775,93.565,14,93.575,11,46307,1.61903e+10
T1806,13:26:37.500,93.57,17285,93.775,93.565,14,93.575,13,46307,1.61903e+10
T1806,13:26:38.0,93.57,17285,93.775,93.565,14,93.575,13,46307,1.61903e+10
T1806,13:26:39.0,93.57,17285,93.775,93.565,14,93.575,14,46307,1.61903e+10
T1806,13:26:40.0,93.57,17285,93.775,93.565,14,93.575,14,46307,1.61903e+10
T1806,13:26:41.500,93.57,17285,93.775,93.565,14,93.575,14,46307,1.61903e+10
T1806,13:26:42.500,93.57,17285,93.775,93.57,1,93.575,14,46307,1.61903e+10
T1806,13:26:43.0,93.57,17286,93.775,93.565,14,93.57,1,46307,1.61912e+10
T1806,13:26:43.500,93.57,17287,93.775,93.57,2,93.575,14,46307,1.61921e+10
T1806,13:26:44.0,93.57,17289,93.775,93.565,14,93.57,1,46308,1.6194e+10
T1806,13:26:44.500,93.57,17290,93.775,93.57,2,93.575,14,46309,1.61949e+10
T1806,13:26:47.500,93.57,17290,93.775,93.57,4,93.575,14,46309,1.61949e+10
T1806,13:26:48.0,93.57,17290,93.775,93.57,4,93.575,14,46309,1.61949e+10
T1806,13:26:48.500,93.57,17290,93.775,93.57,4,93.575,14,46309,1.61949e+10
T1806,13:26:49.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:50.0,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:50.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:51.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:52.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:54.0,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:54.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:55.0,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:55.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:56.500,93.57,17290,93.775,93.57,3,93.575,14,46309,1.61949e+10
T1806,13:26:57.0,93.565,17294,93.775,93.565,16,93.575,14,46309,1.61987e+10
T1806,13:26:58.0,93.565,17295,93.775,93.565,15,93.57,1,46308,1.61996e+10
T1806,13:26:58.500,93.565,17295,93.775,93.565,15,93.57,2,46308,1.61996e+10
T1806,13:26:59.0,93.565,17295,93.775,93.565,15,93.57,3,46308,1.61996e+10
T1806,13:26:59.500,93.565,17295,93.775,93.565,15,93.57,3,46308,1.61996e+10
T1806,13:27:00.0,93.565,17295,93.775,93.565,15,93.57,8,46308,1.61996e+10
T1806,13:27:01.0,93.565,17295,93.775,93.565,17,93.57,8,46308,1.61996e+10
T1806,13:27:01.500,93.565,17295,93.775,93.565,17,93.57,8,46308,1.61996e+10
T1806,13:27:02.0,93.565,17295,93.775,93.565,17,93.57,8,46308,1.61996e+10
T1806,13:27:03.0,93.57,17303,93.775,93.57,2,93.575,12,46306,1.62071e+10
T1806,13:27:05.500,93.57,17304,93.775,93.57,1,93.575,12,46306,1.6208e+10
T1806,13:27:06.0,93.57,17304,93.775,93.57,1,93.575,11,46306,1.6208e+10
T1806,13:27:06.500,93.57,17304,93.775,93.57,2,93.575,11,46306,1.6208e+10
T1806,13:27:07.0,93.575,17309,93.775,93.565,16,93.575,10,46306,1.62127e+10
T1806,13:27:07.500,93.575,17309,93.775,93.565,15,93.57,1,46306,1.62127e+10
T1806,13:27:08.0,93.57,17310,93.775,93.57,2,93.575,10,46307,1.62136e+10
T1806,13:27:08.500,93.57,17310,93.775,93.57,2,93.575,10,46307,1.62136e+10
T1806,13:27:09.500,93.57,17310,93.775,93.57,2,93.575,10,46307,1.62136e+10
T1806,13:27:10.0,93.57,17311,93.775,93.57,1,93.575,10,46306,1.62146e+10
T1806,13:27:10.500,93.57,17311,93.775,93.57,1,93.575,10,46306,1.62146e+10
T1806,13:27:12.0,93.57,17311,93.775,93.57,1,93.575,10,46306,1.62146e+10
T1806,13:27:12.500,93.57,17311,93.775,93.57,2,93.575,10,46306,1.62146e+10
T1806,13:27:13.0,93.57,17311,93.775,93.57,2,93.575,10,46306,1.62146e+10
T1806,13:27:13.500,93.57,17311,93.775,93.57,2,93.575,10,46306,1.62146e+10
T1806,13:27:14.0,93.57,17311,93.775,93.57,3,93.575,10,46306,1.62146e+10
T1806,13:27:14.500,93.57,17312,93.775,93.57,1,93.575,10,46305,1.62155e+10
T1806,13:27:15.500,93.57,17312,93.775,93.57,1,93.575,10,46305,1.62155e+10
T1806,13:27:16.500,93.57,17312,93.775,93.57,1,93.575,10,46305,1.62155e+10
T1806,13:27:17.0,93.565,17316,93.775,93.565,13,93.575,10,46304,1.62193e+10
T1806,13:27:17.500,93.565,17316,93.775,93.57,5,93.575,10,46304,1.62193e+10
T1806,13:27:18.0,93.565,17316,93.775,93.57,5,93.575,10,46304,1.62193e+10
T1806,13:27:18.500,93.565,17316,93.775,93.57,6,93.575,10,46304,1.62193e+10
T1806,13:27:20.0,93.565,17316,93.775,93.57,6,93.575,10,46304,1.62193e+10
T1806,13:27:21.0,93.565,17316,93.775,93.57,6,93.575,10,46304,1.62193e+10
T1806,13:27:23.0,93.575,17317,93.775,93.57,8,93.575,9,46305,1.62202e+10
T1806,13:27:23.500,93.575,17317,93.775,93.57,9,93.575,9,46305,1.62202e+10
T1806,13:27:24.0,93.575,17317,93.775,93.57,9,93.575,9,46305,1.62202e+10
T1806,13:27:24.500,93.57,17326,93.775,93.565,13,93.57,16,46311,1.62286e+10
T1806,13:27:26.0,93.57,17326,93.775,93.565,13,93.57,16,46311,1.62286e+10
T1806,13:27:26.500,93.57,17327,93.775,93.565,13,93.57,15,46311,1.62296e+10
T1806,13:27:27.0,93.565,17331,93.775,93.565,9,93.57,15,46309,1.62333e+10
T1806,13:27:27.500,93.565,17331,93.775,93.565,10,93.57,15,46309,1.62333e+10
T1806,13:27:28.0,93.565,17331,93.775,93.565,8,93.57,15,46309,1.62333e+10
T1806,13:27:28.500,93.57,17332,93.775,93.565,8,93.57,14,46310,1.62342e+10
T1806,13:27:30.500,93.57,17332,93.775,93.565,9,93.57,14,46310,1.62342e+10
T1806,13:27:32.0,93.57,17332,93.775,93.565,10,93.57,14,46310,1.62342e+10
T1806,13:27:33.0,93.57,17333,93.775,93.565,10,93.57,13,46311,1.62352e+10
T1806,13:27:34.500,93.57,17333,93.775,93.565,10,93.57,13,46311,1.62352e+10
T1806,13:27:35.0,93.57,17333,93.775,93.565,11,93.57,13,46311,1.62352e+10
T1806,13:27:36.0,93.57,17334,93.775,93.565,11,93.57,12,46311,1.62361e+10
T1806,13:27:37.0,93.565,17338,93.775,93.565,6,93.57,12,46312,1.62398e+10
T1806,13:27:38.0,93.565,17338,93.775,93.565,6,93.57,13,46312,1.62398e+10
T1806,13:27:38.500,93.57,17341,93.775,93.565,6,93.57,10,46315,1.62427e+10
T1806,13:27:39.500,93.57,17341,93.775,93.565,7,93.57,10,46315,1.62427e+10
T1806,13:27:40.0,93.57,17341,93.775,93.565,7,93.57,10,46315,1.62427e+10
T1806,13:27:40.500,93.57,17341,93.775,93.565,7,93.57,10,46315,1.62427e+10
T1806,13:27:41.500,93.57,17341,93.775,93.565,7,93.57,11,46315,1.62427e+10
T1806,13:27:42.500,93.57,17341,93.775,93.565,9,93.57,11,46315,1.62427e+10
T1806,13:27:43.0,93.57,17341,93.775,93.565,9,93.57,11,46315,1.62427e+10
T1806,13:27:44.0,93.57,17341,93.775,93.565,9,93.57,11,46315,1.62427e+10
T1806,13:27:44.500,93.57,17341,93.775,93.565,14,93.57,11,46315,1.62427e+10
T1806,13:27:46.0,93.57,17341,93.775,93.565,14,93.57,11,46315,1.62427e+10
T1806,13:27:47.0,93.565,17345,93.775,93.565,11,93.57,11,46314,1.62464e+10
T1806,13:27:47.500,93.565,17345,93.775,93.565,12,93.57,11,46314,1.62464e+10
T1806,13:27:48.0,93.565,17345,93.775,93.565,10,93.57,11,46314,1.62464e+10
T1806,13:27:49.500,93.565,17345,93.775,93.565,10,93.57,11,46314,1.62464e+10
T1806,13:27:50.0,93.565,17345,93.775,93.565,11,93.57,11,46314,1.62464e+10
T1806,13:27:53.0,93.565,17345,93.775,93.565,11,93.57,11,46314,1.62464e+10
