合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
T1806,13:35:04.0,93.56,18356,93.775,93.56,7,93.565,13,46363,1.71922e+10
T1806,13:35:05.500,93.56,18356,93.775,93.56,8,93.565,13,46363,1.71922e+10
T1806,13:35:06.0,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:07.0,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:08.0,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:08.500,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:12.500,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:13.0,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:15.0,93.56,18356,93.775,93.56,9,93.565,13,46363,1.71922e+10
T1806,13:35:18.500,93.56,18357,93.775,93.56,8,93.565,13,46363,1.71932e+10
T1806,13:35:19.0,93.56,18363,93.775,93.56,3,93.565,13,46358,1.71988e+10
T1806,13:35:19.500,93.56,18366,93.775,93.555,13,93.565,13,46361,1.72016e+10
T1806,13:35:20.0,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:23.500,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:24.0,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:24.500,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:26.500,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:28.500,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:30.0,93.56,18366,93.775,93.555,12,93.565,13,46361,1.72016e+10
T1806,13:35:31.500,93.56,18366,93.775,93.555,13,93.565,13,46361,1.72016e+10
T1806,13:35:34.0,93.56,18366,93.775,93.555,13,93.565,13,46361,1.72016e+10
T1806,13:35:34.500,93.56,18366,93.775,93.555,13,93.56,5,46361,1.72016e+10
T1806,13:35:35.0,93.56,18367,93.775,93.555,13,93.56,5,46360,1.72025e+10
T1806,13:35:36.500,93.56,18367,93.775,93.555,13,93.56,9,46360,1.72025e+10
T1806,13:35:37.500,93.56,18367,93.775,93.555,13,93.56,9,46360,1.72025e+10
T1806,13:35:38.0,93.56,18372,93.775,93.555,13,93.56,4,46355,1.72072e+10
T1806,13:35:39.0,93.56,18372,93.775,93.555,12,93.56,4,46355,1.72072e+10
T1806,13:35:39.500,93.56,18372,93.775,93.555,12,93.56,5,46355,1.72072e+10
T1806,13:35:41.500,93.56,18372,93.775,93.555,13,93.56,5,46355,1.72072e+10
T1806,13:35:43.500,93.56,18372,93.775,93.555,13,93.56,5,46355,1.72072e+10
T1806,13:35:49.0,93.56,18372,93.775,93.555,13,93.56,5,46355,1.72072e+10
T1806,13:35:51.0,93.56,18374,93.775,93.555,13,93.56,3,46355,1.72091e+10
T1806,13:35:58.500,93.56,18376,93.775,93.555,13,93.56,2,46357,1.72109e+10
T1806,13:35:59.0,93.56,18378,93.775,93.555,13,93.565,12,46357,1.72128e+10
T1806,13:35:59.500,93.56,18378,93.775,93.555,13,93.565,12,46357,1.72128e+10
T1806,13:36:01.500,93.56,18378,93.775,93.555,15,93.56,1,46357,1.72128e+10
T1806,13:36:02.0,93.56,18381,93.775,93.555,15,93.565,12,46355,1.72156e+10
T1806,13:36:03.500,93.56,18381,93.775,93.555,15,93.565,13,46355,1.72156e+10
T1806,13:36:04.0,93.56,18381,93.775,93.555,16,93.565,13,46355,1.72156e+10
T1806,13:36:04.500,93.56,18381,93.775,93.555,16,93.56,1,46355,1.72156e+10
T1806,13:36:05.0,93.56,18381,93.775,93.555,16,93.56,1,46355,1.72156e+10
T1806,13:36:06.500,93.56,18382,93.775,93.555,16,93.565,13,46355,1.72166e+10
T1806,13:36:07.0,93.56,18382,93.775,93.555,17,93.565,13,46355,1.72166e+10
T1806,13:36:09.500,93.56,18382,93.775,93.56,2,93.565,13,46355,1.72166e+10
T1806,13:36:10.0,93.56,18382,93.775,93.56,4,93.565,13,46355,1.72166e+10
T1806,13:36:12.0,93.56,18382,93.775,93.56,5,93.565,13,46355,1.72166e+10
T1806,13:36:13.500,93.56,18382,93.775,93.56,5,93.565,13,46355,1.72166e+10
T1806,13:36:14.500,93.56,18382,93.775,93.56,5,93.565,12,46355,1.72166e+10
T1806,13:36:16.0,93.56,18382,93.775,93.56,7,93.565,12,46355,1.72166e+10
T1806,13:36:18.0,93.56,18382,93.775,93.56,7,93.565,13,46355,1.72166e+10
T1806,13:36:19.500,93.56,18382,93.775,93.56,7,93.565,13,46355,1.72166e+10
T1806,13:36:21.500,93.56,18382,93.775,93.56,7,93.565,13,46355,1.72166e+10
T1806,13:36:22.0,93.565,18383,93.775,93.56,7,93.565,12,46355,1.72175e+10
T1806,13:36:22.500,93.565,18383,93.775,93.56,21,93.565,12,46355,1.72175e+10
T1806,13:36:23.0,93.565,18393,93.775,93.56,21,93.565,2,46361,1.72269e+10
T1806,13:36:23.500,93.565,18396,93.775,93.565,3,93.57,26,46361,1.72297e+10
T1806,13:36:24.0,93.565,18401,93.775,93.565,1,93.57,26,46359,1.72343e+10
T1806,13:36:24.500,93.565,18403,93.775,93.56,20,93.565,1,46357,1.72362e+10
T1806,13:36:26.0,93.565,18403,93.775,93.56,20,93.565,1,46357,1.72362e+10
T1806,13:36:26.500,93.565,18404,93.775,93.56,20,93.565,1,46356,1.72371e+10
T1806,13:36:28.500,93.565,18404,93.775,93.56,20,93.565,2,46356,1.72371e+10
T1806,13:36:29.500,93.565,18404,93.775,93.56,20,93.565,3,46356,1.72371e+10
T1806,13:36:30.0,93.57,18422,93.775,93.56,20,93.57,12,46356,1.7254e+10
T1806,13:36:30.500,93.57,18422,93.775,93.565,1,93.57,12,46356,1.7254e+10
T1806,13:36:31.0,93.57,18422,93.775,93.565,2,93.57,12,46356,1.7254e+10
T1806,13:36:32.0,93.57,18422,93.775,93.565,2,93.57,13,46356,1.7254e+10
T1806,13:36:32.500,93.57,18423,93.775,93.565,2,93.57,12,46356,1.72549e+10
T1806,13:36:33.0,93.57,18424,93.775,93.565,3,93.57,11,46355,1.72559e+10
T1806,13:36:33.500,93.57,18424,93.775,93.565,5,93.57,11,46355,1.72559e+10
T1806,13:36:35.500,93.57,18427,93.775,93.565,5,93.57,8,46352,1.72587e+10
T1806,13:36:36.0,93.57,18428,93.775,93.565,5,93.57,7,46352,1.72596e+10
T1806,13:36:36.500,93.57,18428,93.775,93.565,5,93.57,8,46352,1.72596e+10
T1806,13:36:37.0,93.57,18429,93.775,93.565,5,93.57,7,46352,1.72605e+10
T1806,13:36:37.500,93.57,18429,93.775,93.565,5,93.57,8,46352,1.72605e+10
T1806,13:36:38.0,93.57,18429,93.775,93.565,5,93.57,8,46352,1.72605e+10
T1806,13:36:38.500,93.57,18437,93.775,93.57,42,93.575,19,46347,1.7268e+10
T1806,13:36:39.0,93.575,18439,93.775,93.57,42,93.575,17,46347,1.72699e+10
T1806,13:36:39.500,93.575,18440,93.775,93.57,42,93.575,17,46346,1.72708e+10
T1806,13:36:40.0,93.575,18440,93.775,93.57,43,93.575,17,46346,1.72708e+10
T1806,13:36:40.500,93.575,18440,93.775,93.57,43,93.575,18,46346,1.72708e+10
T1806,13:36:41.0,93.575,18440,93.775,93.57,43,93.575,18,46346,1.72708e+10
T1806,13:36:41.500,93.575,18441,93.775,93.57,44,93.575,17,46346,1.72718e+10
T1806,13:36:42.0,93.575,18441,93.775,93.57,56,93.575,17,46346,1.72718e+10
T1806,13:36:42.500,93.575,18441,93.775,93.57,56,93.575,17,46346,1.72718e+10
T1806,13:36:43.0,93.575,18441,93.775,93.57,59,93.575,22,46346,1.72718e+10
T1806,13:36:43.500,93.575,18441,93.775,93.57,59,93.575,23,46346,1.72718e+10
T1806,13:36:44.0,93.575,18441,93.775,93.57,59,93.575,24,46346,1.72718e+10
T1806,13:36:44.500,93.575,18441,93.775,93.57,59,93.575,24,46346,1.72718e+10
T1806,13:36:45.0,93.575,18441,93.775,93.57,59,93.575,24,46346,1.72718e+10
T1806,13:36:45.500,93.575,18441,93.775,93.57,59,93.575,25,46346,1.72718e+10
T1806,13:36:46.0,93.575,18442,93.775,93.57,60,93.575,24,46346,1.72727e+10
T1806,13:36:46.500,93.575,18442,93.775,93.57,61,93.575,25,46346,1.72727e+10
T1806,13:36:47.0,93.575,18442,93.775,93.57,60,93.575,25,46346,1.72727e+10
T1806,13:36:47.500,93.575,18451,93.775,93.57,60,93.575,16,46346,1.72811e+10
T1806,13:36:48.0,93.575,18451,93.775,93.57,60,93.575,16,46346,1.72811e+10
T1806,13:36:49.0,93.575,18452,93.775,93.57,60,93.575,16,46347,1.72821e+10
T1806,13:36:51.0,93.575,18452,93.775,93.57,60,93.575,17,46347,1.72821e+10
T1806,13:36:51.500,93.575,18452,93.775,93.57,63,93.575,17,46347,1.72821e+10
T1806,13:36:52.0,93.575,18453,93.775,93.57,63,93.575,15,46348,1.7283e+10
T1806,13:36:52.500,93.575,18474,93.775,93.57,43,93.575,14,46348,1.73026e+10
T1806,13:36:53.0,93.57,18490,93.775,93.57,27,93.575,14,46337,1.73176e+10
T1806,13:36:53.500,93.57,18517,93.775,93.565,4,93.57,34,46317,1.73429e+10
T1806,13:36:54.0,93.565,18523,93.775,93.56,23,93.565,28,46318,1.73485e+10
T1806,13:36:54.500,93.56,18524,93.775,93.56,22,93.565,11,46318,1.73494e+10
T1806,13:36:55.0,93.565,18526,93.775,93.56,27,93.565,9,46320,1.73513e+10
T1806,13:36:55.500,93.565,18528,93.775,93.56,28,93.565,7,46320,1.73532e+10
T1806,13:36:56.0,93.565,18532,93.775,93.56,28,93.565,3,46317,1.73569e+10
T1806,13:36:56.500,93.565,18535,93.775,93.565,5,93.57,30,46317,1.73597e+10
T1806,13:36:58.0,93.565,18535,93.775,93.565,6,93.57,22,46317,1.73597e+10
T1806,13:36:58.500,93.565,18535,93.775,93.565,7,93.57,22,46317,1.73597e+10
T1806,13:36:59.0,93.565,18535,93.775,93.565,7,93.57,22,46317,1.73597e+10
T1806,13:36:59.500,93.57,18537,93.775,93.565,6,93.57,21,46317,1.73616e+10
T1806,13:37:00.0,93.57,18539,93.775,93.565,6,93.57,19,46317,1.73635e+10
T1806,13:37:00.500,93.57,18539,93.775,93.565,7,93.57,20,46317,1.73635e+10
T1806,13:37:01.0,93.57,18539,93.775,93.565,8,93.57,20,46317,1.73635e+10
T1806,13:37:01.500,93.57,18539,93.775,93.565,4,93.57,20,46317,1.73635e+10
T1806,13:37:02.500,93.57,18539,93.775,93.565,4,93.57,20,46317,1.73635e+10
T1806,13:37:03.500,93.57,18539,93.775,93.565,4,93.57,19,46317,1.73635e+10
T1806,13:37:04.0,93.565,18540,93.775,93.565,3,93.57,19,46317,1.73644e+10
T1806,13:37:04.500,93.565,18540,93.775,93.565,13,93.57,19,46317,1.73644e+10
T1806,13:37:06.500,93.57,18541,93.775,93.565,13,93.57,18,46317,1.73653e+10
T1806,13:37:07.500,93.57,18541,93.775,93.565,13,93.57,18,46317,1.73653e+10
T1806,13:37:08.0,93.57,18558,93.775,93.565,13,93.57,1,46314,1.73812e+10
T1806,13:37:08.500,93.57,18559,93.775,93.57,8,93.575,15,46314,1.73822e+10
T1806,13:37:09.0,93.57,18559,93.775,93.57,9,93.575,15,46314,1.73822e+10
T1806,13:37:09.500,93.57,18561,93.775,93.57,7,93.575,17,46314,1.7384e+10
T1806,13:37:10.500,93.57,18562,93.775,93.57,6,93.575,17,46313,1.7385e+10
T1806,13:37:11.0,93.57,18562,93.775,93.57,6,93.575,17,46313,1.7385e+10
T1806,13:37:11.500,93.57,18562,93.775,93.57,6,93.575,18,46313,1.7385e+10
T1806,13:37:12.0,93.57,18562,93.775,93.57,6,93.575,18,46313,1.7385e+10
T1806,13:37:12.500,93.57,18568,93.775,93.565,14,93.57,1,46313,1.73906e+10
T1806,13:37:13.0,93.57,18568,93.775,93.565,16,93.57,3,46313,1.73906e+10
T1806,13:37:13.500,93.57,18568,93.775,93.565,16,93.57,4,46313,1.73906e+10
T1806,13:37:14.0,93.57,18568,93.775,93.565,16,93.57,6,46313,1.73906e+10
T1806,13:37:14.500,93.57,18568,93.775,93.565,16,93.57,7,46313,1.73906e+10
T1806,13:37:15.0,93.57,18568,93.775,93.565,16,93.57,7,46313,1.73906e+10
T1806,13:37:15.500,93.57,18568,93.775,93.565,16,93.57,6,46313,1.73906e+10
T1806,13:37:16.500,93.57,18569,93.775,93.565,16,93.57,5,46314,1.73915e+10
T1806,13:37:18.0,93.57,18569,93.775,93.565,20,93.57,5,46314,1.73915e+10
T1806,13:37:19.0,93.57,18569,93.775,93.565,20,93.57,5,46314,1.73915e+10
T1806,13:37:20.0,93.57,18570,93.775,93.565,20,93.57,4,46314,1.73925e+10
T1806,13:37:20.500,93.57,18570,93.775,93.565,20,93.57,3,46314,1.73925e+10
T1806,13:37:21.500,93.57,18573,93.775,93.57,10,93.575,21,46311,1.73953e+10
T1806,13:37:22.0,93.57,18573,93.775,93.57,11,93.575,21,46311,1.73953e+10
T1806,13:37:22.500,93.57,18573,93.775,93.57,11,93.575,21,46311,1.73953e+10
T1806,13:37:23.500,93.57,18573,93.775,93.57,11,93.575,21,46311,1.73953e+10
T1806,13:37:24.0,93.57,18573,93.775,93.57,11,93.575,21,46311,1.73953e+10
T1806,13:37:24.500,93.575,18575,93.775,93.57,12,93.575,19,46313,1.73971e+10
T1806,13:37:25.500,93.575,18575,93.775,93.57,12,93.575,20,46313,1.73971e+10
T1806,13:37:26.0,93.575,18575,93.775,93.57,13,93.575,20,46313,1.73971e+10
T1806,13:37:27.500,93.575,18575,93.775,93.57,13,93.575,20,46313,1.73971e+10
T1806,13:37:28.500,93.575,18575,93.775,93.57,14,93.575,20,46313,1.73971e+10
T1806,13:37:29.0,93.575,18575,93.775,93.57,14,93.575,20,46313,1.73971e+10
T1806,13:37:29.500,93.575,18575,93.775,93.57,14,93.575,20,46313,1.73971e+10
T1806,13:37:30.0,93.575,18575,93.775,93.57,14,93.575,19,46313,1.73971e+10
T1806,13:37:30.500,93.575,18575,93.775,93.57,24,93.575,19,46313,1.73971e+10
T1806,13:37:31.0,93.575,18575,93.775,93.57,25,93.575,19,46313,1.73971e+10
T1806,13:37:31.500,93.575,18575,93.775,93.57,25,93.575,18,46313,1.73971e+10
T1806,13:37:32.500,93.575,18575,93.775,93.57,25,93.575,18,46313,1.73971e+10
T1806,13:37:33.0,93.575,18576,93.775,93.57,25,93.575,17,46313,1.73981e+10
T1806,13:37:34.0,93.575,18576,93.775,93.57,25,93.575,17,46313,1.73981e+10
T1806,13:37:34.500,93.575,18576,93.775,93.57,26,93.575,17,46313,1.73981e+10
T1806,13:37:35.0,93.57,18577,93.775,93.57,25,93.575,17,46312,1.7399e+10
T1806,13:37:35.500,93.57,18582,93.775,93.57,20,93.575,17,46307,1.74037e+10
T1806,13:37:36.0,93.57,18582,93.775,93.57,21,93.575,17,46307,1.74037e+10
T1806,13:37:36.500,93.575,18583,93.775,93.57,21,93.575,16,46307,1.74046e+10
T1806,13:37:37.500,93.575,18583,93.775,93.57,21,93.575,16,46307,1.74046e+10
T1806,13:37:38.0,93.575,18584,93.775,93.57,21,93.575,15,46306,1.74056e+10
T1806,13:37:38.500,93.575,18584,93.775,93.57,21,93.575,15,46306,1.74056e+10
T1806,13:37:39.500,93.575,18590,93.775,93.57,16,93.575,14,46301,1.74112e+10
T1806,13:37:40.500,93.575,18592,93.775,93.57,16,93.575,12,46299,1.74131e+10
T1806,13:37:41.500,93.575,18593,93.775,93.57,16,93.575,11,46299,1.7414e+10
T1806,13:37:42.0,93.575,18595,93.775,93.57,16,93.575,9,46298,1.74159e+10
T1806,13:37:45.0,93.575,18595,93.775,93.57,16,93.575,9,46298,1.74159e+10
T1806,13:37:48.0,93.575,18596,93.775,93.57,16,93.575,8,46298,1.74168e+10
T1806,13:37:48.500,93.575,18596,93.775,93.57,24,93.575,8,46298,1.74168e+10
T1806,13:37:49.500,93.575,18598,93.775,93.57,24,93.575,6,46297,1.74187e+10
T1806,13:37:50.0,93.575,18604,93.775,93.57,24,93.58,40,46297,1.74243e+10
T1806,13:37:50.500,93.575,18604,93.775,93.57,24,93.575,1,46297,1.74243e+10
T1806,13:37:52.500,93.575,18604,93.775,93.57,27,93.575,1,46297,1.74243e+10
T1806,13:37:53.0,93.575,18604,93.775,93.57,28,93.575,3,46297,1.74243e+10
T1806,13:37:53.500,93.575,18604,93.775,93.57,28,93.575,4,46297,1.74243e+10
T1806,13:37:54.0,93.575,18604,93.775,93.57,28,93.575,4,46297,1.74243e+10
T1806,13:37:54.500,93.575,18604,93.775,93.57,28,93.575,5,46297,1.74243e+10
T1806,13:37:55.0,93.575,18604,93.775,93.57,28,93.575,11,46297,1.74243e+10
T1806,13:37:56.0,93.575,18604,93.775,93.57,28,93.575,12,46297,1.74243e+10
T1806,13:37:56.500,93.575,18604,93.775,93.57,29,93.575,13,46297,1.74243e+10
T1806,13:37:57.0,93.575,18604,93.775,93.57,29,93.575,14,46297,1.74243e+10
T1806,13:37:58.0,93.575,18604,93.775,93.57,28,93.575,14,46297,1.74243e+10
T1806,13:37:58.500,93.575,18614,93.775,93.57,28,93.575,4,46291,1.74336e+10
T1806,13:37:59.0,93.575,18614,93.775,93.57,41,93.575,4,46291,1.74336e+10
T1806,13:37:59.500,93.575,18618,93.775,93.57,41,93.58,40,46293,1.74374e+10
T1806,13:38:00.500,93.575,18618,93.775,93.57,41,93.58,40,46293,1.74374e+10
T1806,13:38:01.0,93.575,18618,93.775,93.57,41,93.58,40,46293,1.74374e+10
T1806,13:38:04.500,93.575,18618,93.775,93.575,3,93.58,40,46293,1.74374e+10
T1806,13:38:05.0,93.575,18618,93.775,93.575,4,93.58,40,46293,1.74374e+10
T1806,13:38:05.500,93.575,18618,93.775,93.575,5,93.58,40,46293,1.74374e+10
T1806,13:38:06.500,93.575,18623,93.775,93.57,41,93.575,4,46291,1.74421e+10
T1806,13:38:07.0,93.575,18624,93.775,93.57,41,93.575,3,46291,1.7443e+10
T1806,13:38:08.0,93.575,18624,93.775,93.57,41,93.575,11,46291,1.7443e+10
T1806,13:38:08.500,93.575,18624,93.775,93.57,41,93.575,11,46291,1.7443e+10
T1806,13:38:09.0,93.575,18624,93.775,93.57,41,93.575,11,46291,1.7443e+10
T1806,13:38:10.0,93.575,18624,93.775,93.57,41,93.575,12,46291,1.7443e+10
T1806,13:38:12.0,93.575,18624,93.775,93.57,41,93.575,12,46291,1.7443e+10
T1806,13:38:13.0,93.575,18625,93.775,93.57,41,93.575,11,46291,1.74439e+10
T1806,13:38:14.0,93.575,18625,93.775,93.57,41,93.575,12,46291,1.74439e+10
T1806,13:38:14.500,93.575,18625,93.775,93.57,41,93.575,15,46291,1.74439e+10
T1806,13:38:16.500,93.575,18627,93.775,93.57,41,93.575,13,46289,1.74458e+10
T1806,13:38:17.500,93.575,18627,93.775,93.57,41,93.575,18,46289,1.74458e+10
T1806,13:38:18.500,93.575,18637,93.775,93.57,41,93.575,8,46288,1.74552e+10
T1806,13:38:19.500,93.575,18637,93.775,93.57,41,93.575,8,46288,1.74552e+10
T1806,13:38:23.0,93.575,18642,93.775,93.57,41,93.575,3,46283,1.74598e+10
T1806,13:38:25.0,93.575,18645,93.775,93.57,40,93.575,1,46283,1.74626e+10
T1806,13:38:25.500,93.575,18645,93.775,93.57,40,93.575,2,46283,1.74626e+10
T1806,13:38:27.0,93.575,18645,93.775,93.57,40,93.575,2,46283,1.74626e+10
T1806,13:38:28.500,93.575,18645,93.775,93.57,40,93.575,4,46283,1.74626e+10
T1806,13:38:29.0,93.575,18645,93.775,93.57,40,93.575,5,46283,1.74626e+10
T1806,13:38:29.500,93.575,18645,93.775,93.57,40,93.575,4,46283,1.74626e+10
T1806,13:38:31.0,93.575,18645,93.775,93.57,50,93.575,4,46283,1.74626e+10
T1806,13:38:31.500,93.575,18645,93.775,93.57,50,93.575,4,46283,1.74626e+10
T1806,13:38:32.500,93.575,18647,93.775,93.57,50,93.575,2,46284,1.74645e+10
T1806,13:38:33.0,93.575,18648,93.775,93.57,50,93.575,1,46285,1.74655e+10
T1806,13:38:33.500,93.575,18649,93.775,93.57,50,93.58,45,46285,1.74664e+10
T1806,13:38:34.0,93.575,18649,93.775,93.57,50,93.58,45,46285,1.74664e+10
T1806,13:38:36.0,93.575,18649,93.775,93.57,50,93.58,45,46285,1.74664e+10
T1806,13:38:37.500,93.575,18649,93.775,93.575,5,93.58,45,46285,1.74664e+10
T1806,13:38:38.500,93.575,18649,93.775,93.575,5,93.58,45,46285,1.74664e+10
T1806,13:38:39.0,93.575,18655,93.775,93.57,51,93.575,10,46285,1.7472e+10
T1806,13:38:45.0,93.575,18656,93.775,93.57,51,93.575,9,46286,1.74729e+10
T1806,13:38:45.500,93.575,18665,93.775,93.575,1,93.58,45,46286,1.74814e+10
T1806,13:38:46.0,93.575,18665,93.775,93.575,3,93.58,45,46286,1.74814e+10
T1806,13:38:47.0,93.575,18665,93.775,93.575,3,93.58,44,46286,1.74814e+10
T1806,13:38:48.500,93.575,18665,93.775,93.575,5,93.58,44,46286,1.74814e+10
T1806,13:38:49.0,93.575,18665,93.775,93.575,5,93.58,44,46286,1.74814e+10
T1806,13:38:49.500,93.575,18665,93.775,93.575,5,93.58,44,46286,1.74814e+10
T1806,13:38:51.500,93.575,18665,93.775,93.575,5,93.58,44,46286,1.74814e+10
T1806,13:38:52.500,93.575,18666,93.775,93.575,4,93.58,44,46286,1.74823e+10
T1806,13:38:53.500,93.575,18672,93.775,93.57,52,93.575,4,46283,1.74879e+10
T1806,13:38:54.0,93.575,18672,93.775,93.57,52,93.575,5,46283,1.74879e+10
T1806,13:38:54.500,93.575,18672,93.775,93.57,52,93.575,6,46283,1.74879e+10
T1806,13:38:55.0,93.575,18672,93.775,93.57,52,93.575,7,46283,1.74879e+10
T1806,13:38:55.500,93.575,18672,93.775,93.57,53,93.575,7,46283,1.74879e+10
T1806,13:38:56.500,93.575,18672,93.775,93.57,53,93.575,8,46283,1.74879e+10
T1806,13:38:57.0,93.575,18680,93.775,93.575,2,93.58,44,46276,1.74954e+10
T1806,13:38:57.500,93.575,18680,93.775,93.575,3,93.58,44,46276,1.74954e+10
T1806,13:38:58.0,93.575,18680,93.775,93.575,4,93.58,44,46276,1.74954e+10
T1806,13:39:00.500,93.575,18680,93.775,93.575,4,93.58,44,46276,1.74954e+10
T1806,13:39:02.500,93.575,18680,93.775,93.575,4,93.58,44,46276,1.74954e+10
T1806,13:39:03.0,93.57,18685,93.775,93.57,43,93.58,44,46278,1.75001e+10
T1806,13:39:04.0,93.57,18685,93.775,93.57,30,93.58,44,46278,1.75001e+10
T1806,13:39:04.500,93.57,18685,93.775,93.57,30,93.575,2,46278,1.75001e+10
T1806,13:39:05.0,93.57,18685,93.775,93.57,30,93.575,5,46278,1.75001e+10
T1806,13:39:05.500,93.57,18685,93.775,93.57,30,93.575,6,46278,1.75001e+10
T1806,13:39:06.0,93.57,18685,93.775,93.57,30,93.575,9,46278,1.75001e+10
T1806,13:39:06.500,93.575,18694,93.775,93.575,7,93.58,45,46272,1.75085e+10
T1806,13:39:07.0,93.575,18695,93.775,93.575,6,93.58,45,46272,1.75094e+10
T1806,13:39:07.500,93.575,18696,93.775,93.575,5,93.58,45,46271,1.75104e+10
T1806,13:39:08.0,93.575,18701,93.775,93.575,1,93.58,45,46266,1.75151e+10
T1806,13:39:08.500,93.575,18702,93.775,93.57,30,93.575,4,46265,1.7516e+10
T1806,13:39:10.0,93.575,18704,93.775,93.57,30,93.575,2,46265,1.75179e+10
T1806,13:39:10.500,93.575,18709,93.775,93.575,5,93.58,45,46264,1.75225e+10
T1806,13:39:11.0,93.575,18711,93.775,93.575,3,93.58,45,46264,1.75244e+10
T1806,13:39:11.500,93.575,18714,93.775,93.57,31,93.575,1,46261,1.75272e+10
T1806,13:39:12.0,93.575,18716,93.775,93.57,31,93.575,1,46260,1.75291e+10
T1806,13:39:12.500,93.575,18717,93.775,93.57,31,93.575,1,46261,1.753e+10
T1806,13:39:13.0,93.575,18717,93.775,93.57,31,93.575,2,46261,1.753e+10
T1806,13:39:13.500,93.575,18717,93.775,93.57,31,93.575,4,46261,1.753e+10
T1806,13:39:15.0,93.575,18717,93.775,93.57,31,93.575,5,46261,1.753e+10
T1806,13:39:15.500,93.575,18717,93.775,93.57,31,93.575,6,46261,1.753e+10
T1806,13:39:16.0,93.575,18717,93.775,93.57,31,93.575,9,46261,1.753e+10
T1806,13:39:17.0,93.575,18717,93.775,93.57,31,93.575,11,46261,1.753e+10
T1806,13:39:18.500,93.58,18762,93.775,93.57,31,93.58,12,46225,1.75721e+10
T1806,13:39:19.0,93.58,18762,93.775,93.575,5,93.58,12,46225,1.75721e+10
T1806,13:39:20.0,93.58,18762,93.775,93.575,8,93.58,11,46225,1.75721e+10
T1806,13:39:20.500,93.58,18762,93.775,93.575,9,93.58,10,46225,1.75721e+10
T1806,13:39:21.0,93.58,18762,93.775,93.575,9,93.58,10,46225,1.75721e+10
T1806,13:39:21.500,93.58,18762,93.775,93.575,9,93.58,11,46225,1.75721e+10
T1806,13:39:25.0,93.58,18762,93.775,93.575,9,93.58,11,46225,1.75721e+10
T1806,13:39:25.500,93.58,18762,93.775,93.575,9,93.58,11,46225,1.75721e+10
T1806,13:39:26.0,93.575,18771,93.775,93.575,7,93.58,3,46229,1.75806e+10
T1806,13:39:26.500,93.575,18771,93.775,93.575,15,93.58,3,46229,1.75806e+10
T1806,13:39:27.0,93.575,18771,93.775,93.575,16,93.58,3,46229,1.75806e+10
T1806,13:39:29.500,93.58,18774,93.775,93.575,16,93.585,26,46228,1.75834e+10
T1806,13:39:30.0,93.58,18774,93.775,93.575,17,93.585,27,46228,1.75834e+10
T1806,13:39:31.500,93.58,18774,93.775,93.575,18,93.585,27,46228,1.75834e+10
T1806,13:39:33.500,93.58,18774,93.775,93.575,18,93.585,27,46228,1.75834e+10
T1806,13:39:34.0,93.575,18775,93.775,93.575,17,93.585,27,46228,1.75843e+10
T1806,13:39:34.500,93.575,18775,93.775,93.58,1,93.585,27,46228,1.75843e+10
T1806,13:39:35.0,93.58,18776,93.775,93.575,17,93.58,7,46228,1.75852e+10
T1806,13:39:35.500,93.58,18776,93.775,93.575,17,93.58,4,46228,1.75852e+10
T1806,13:39:36.0,93.58,18776,93.775,93.575,18,93.58,4,46228,1.75852e+10
T1806,13:39:37.0,93.58,18776,93.775,93.575,18,93.58,8,46228,1.75852e+10
T1806,13:39:37.500,93.58,18784,93.775,93.58,7,93.585,26,46224,1.75927e+10
T1806,13:39:38.0,93.58,18784,93.775,93.58,7,93.585,26,46224,1.75927e+10
T1806,13:39:39.500,93.58,18784,93.775,93.58,8,93.585,26,46224,1.75927e+10
T1806,13:39:40.0,93.58,18784,93.775,93.58,8,93.585,26,46224,1.75927e+10
T1806,13:39:41.0,93.58,18784,93.775,93.58,9,93.585,26,46224,1.75927e+10
T1806,13:39:41.500,93.58,18785,93.775,93.58,8,93.585,26,46223,1.75937e+10
T1806,13:39:42.0,93.58,18786,93.775,93.58,7,93.585,26,46222,1.75946e+10
T1806,13:39:42.500,93.58,18786,93.775,93.58,7,93.585,26,46222,1.75946e+10
T1806,13:39:43.0,93.58,18786,93.775,93.58,7,93.585,27,46222,1.75946e+10
T1806,13:39:43.500,93.58,18787,93.775,93.58,6,93.585,27,46221,1.75955e+10
T1806,13:39:44.0,93.58,18793,93.775,93.58,1,93.585,27,46215,1.76011e+10
