合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
T1809,14:09:20.500,93.69,89,93.845,93.645,3,93.67,1,1214,8.34228e+07
T1809,14:09:24.0,93.69,89,93.845,93.645,2,93.67,1,1214,8.34228e+07
T1809,14:09:28.0,93.69,89,93.845,93.645,3,93.67,1,1214,8.34228e+07
T1809,14:09:28.500,93.69,89,93.845,93.645,2,93.67,1,1214,8.34228e+07
T1809,14:09:29.0,93.69,89,93.845,93.645,3,93.67,1,1214,8.34228e+07
T1809,14:09:33.0,93.69,89,93.845,93.645,2,93.67,1,1214,8.34228e+07
T1809,14:09:37.0,93.69,89,93.845,93.645,3,93.67,1,1214,8.34228e+07
T1809,14:09:39.500,93.69,89,93.845,93.65,1,93.67,1,1214,8.34228e+07
T1809,14:09:40.0,93.69,89,93.845,93.655,2,93.67,1,1214,8.34228e+07
T1809,14:09:40.500,93.69,89,93.845,93.655,2,93.67,1,1214,8.34228e+07
T1809,14:09:41.0,93.69,89,93.845,93.645,1,93.67,1,1214,8.34228e+07
T1809,14:09:41.500,93.69,89,93.845,93.65,2,93.67,1,1214,8.34228e+07
T1809,14:09:45.500,93.69,89,93.845,93.65,2,93.67,2,1214,8.34228e+07
T1809,14:09:46.500,93.69,89,93.845,93.64,1,93.67,2,1214,8.34228e+07
T1809,14:09:47.0,93.69,89,93.845,93.645,2,93.67,2,1214,8.34228e+07
T1809,14:09:54.500,93.69,89,93.845,93.645,2,93.67,1,1214,8.34228e+07
T1809,14:09:59.0,93.69,89,93.845,93.65,2,93.73,1,1214,8.34228e+07
T1809,14:09:59.500,93.69,89,93.845,93.645,2,93.675,1,1214,8.34228e+07
T1809,14:10:00.0,93.69,89,93.845,93.645,3,93.675,1,1214,8.34228e+07
T1809,14:10:00.500,93.69,89,93.845,93.645,3,93.67,1,1214,8.34228e+07
T1809,14:10:01.0,93.69,89,93.845,93.645,3,93.67,1,1214,8.34228e+07
T1809,14:10:02.0,93.69,89,93.845,93.645,3,93.675,1,1214,8.34228e+07
T1809,14:10:04.500,93.69,89,93.845,93.645,3,93.675,2,1214,8.34228e+07
T1809,14:10:08.500,93.69,89,93.845,93.645,3,93.675,1,1214,8.34228e+07
T1809,14:10:22.0,93.69,89,93.845,93.645,3,93.675,1,1214,8.34228e+07
T1809,14:10:24.0,93.69,89,93.845,93.645,3,93.675,1,1214,8.34228e+07
T1809,14:10:26.500,93.69,89,93.845,93.65,1,93.675,1,1214,8.34228e+07
T1809,14:10:27.0,93.69,89,93.845,93.655,3,93.675,1,1214,8.34228e+07
T1809,14:10:27.500,93.69,89,93.845,93.655,3,93.675,1,1214,8.34228e+07
T1809,14:10:29.500,93.69,89,93.845,93.655,3,93.675,1,1214,8.34228e+07
T1809,14:10:47.500,93.69,89,93.845,93.655,3,93.675,1,1214,8.34228e+07
T1809,14:10:52.0,93.69,89,93.845,93.655,3,93.7,2,1214,8.34228e+07
T1809,14:10:52.500,93.69,89,93.845,93.655,3,93.69,2,1214,8.34228e+07
T1809,14:10:53.0,93.69,89,93.845,93.655,3,93.69,2,1214,8.34228e+07
T1809,14:10:56.0,93.69,89,93.845,93.655,3,93.685,1,1214,8.34228e+07
T1809,14:10:58.0,93.69,89,93.845,93.66,1,93.685,1,1214,8.34228e+07
T1809,14:10:58.500,93.69,89,93.845,93.665,3,93.685,1,1214,8.34228e+07
T1809,14:10:59.0,93.69,89,93.845,93.65,1,93.685,1,1214,8.34228e+07
T1809,14:10:59.500,93.69,89,93.845,93.655,4,93.685,1,1214,8.34228e+07
T1809,14:11:01.500,93.69,89,93.845,93.655,4,93.685,1,1214,8.34228e+07
T1809,14:11:02.0,93.69,89,93.845,93.655,4,93.685,1,1214,8.34228e+07
T1809,14:11:02.500,93.69,89,93.845,93.66,1,93.685,1,1214,8.34228e+07
T1809,14:11:03.0,93.69,89,93.845,93.665,3,93.685,1,1214,8.34228e+07
T1809,14:11:03.500,93.69,89,93.845,93.665,3,93.685,1,1214,8.34228e+07
T1809,14:11:07.500,93.69,89,93.845,93.665,3,93.685,1,1214,8.34228e+07
T1809,14:11:17.500,93.69,89,93.845,93.645,1,93.685,1,1214,8.34228e+07
T1809,14:11:18.0,93.69,89,93.845,93.655,2,93.685,1,1214,8.34228e+07
T1809,14:11:18.500,93.69,89,93.845,93.66,2,93.685,1,1214,8.34228e+07
T1809,14:11:19.0,93.69,89,93.845,93.665,1,93.685,1,1214,8.34228e+07
T1809,14:11:19.500,93.69,89,93.845,93.665,1,93.685,1,1214,8.34228e+07
T1809,14:11:25.500,93.69,89,93.845,93.665,1,93.685,1,1214,8.34228e+07
T1809,14:11:29.500,93.69,89,93.845,93.665,1,93.685,1,1214,8.34228e+07
T1809,14:11:39.0,93.69,89,93.845,93.665,1,93.685,1,1214,8.34228e+07
T1809,14:12:09.0,93.69,89,93.845,93.665,1,93.695,1,1214,8.34228e+07
T1809,14:12:09.500,93.69,89,93.845,93.665,1,93.69,2,1214,8.34228e+07
T1809,14:12:10.0,93.69,89,93.845,93.665,1,93.69,1,1214,8.34228e+07
T1809,14:12:10.500,93.69,89,93.845,93.67,2,93.69,1,1214,8.34228e+07
T1809,14:12:11.0,93.69,89,93.845,93.67,3,93.69,1,1214,8.34228e+07
T1809,14:12:12.500,93.69,89,93.845,93.67,3,93.705,1,1214,8.34228e+07
T1809,14:12:13.0,93.69,89,93.845,93.67,3,93.7,2,1214,8.34228e+07
T1809,14:12:13.500,93.69,89,93.845,93.67,3,93.7,3,1214,8.34228e+07
T1809,14:12:14.0,93.69,89,93.845,93.67,3,93.7,3,1214,8.34228e+07
T1809,14:12:20.500,93.69,89,93.845,93.67,3,93.7,5,1214,8.34228e+07
T1809,14:12:29.500,93.69,89,93.845,93.67,3,93.685,1,1214,8.34228e+07
T1809,14:12:30.0,93.69,89,93.845,93.67,3,93.685,1,1214,8.34228e+07
T1809,14:12:30.500,93.69,89,93.845,93.64,1,93.685,1,1214,8.34228e+07
T1809,14:12:31.0,93.69,89,93.845,93.66,2,93.685,1,1214,8.34228e+07
T1809,14:12:31.500,93.69,89,93.845,93.665,2,93.685,1,1214,8.34228e+07
T1809,14:12:32.0,93.69,89,93.845,93.665,2,93.685,1,1214,8.34228e+07
T1809,14:12:42.500,93.69,89,93.845,93.665,2,93.685,1,1214,8.34228e+07
T1809,14:13:01.0,93.69,89,93.845,93.665,3,93.685,1,1214,8.34228e+07
T1809,14:13:01.500,93.69,89,93.845,93.665,3,93.685,1,1214,8.34228e+07
T1809,14:13:07.0,93.69,89,93.845,93.665,3,93.7,3,1214,8.34228e+07
T1809,14:13:07.500,93.69,89,93.845,93.665,3,93.695,2,1214,8.34228e+07
T1809,14:13:08.0,93.69,89,93.845,93.665,3,93.695,2,1214,8.34228e+07
T1809,14:13:23.500,93.69,89,93.845,93.665,3,93.69,1,1214,8.34228e+07
T1809,14:13:37.0,93.69,89,93.845,93.665,3,93.69,1,1214,8.34228e+07
T1809,14:13:42.0,93.69,89,93.845,93.665,3,93.69,1,1214,8.34228e+07
T1809,14:14:08.0,93.69,89,93.845,93.665,3,93.69,1,1214,8.34228e+07
T1809,14:14:16.0,93.69,89,93.845,93.665,3,93.69,1,1214,8.34228e+07
T1809,14:15:12.0,93.69,89,93.845,93.66,1,93.685,2,1214,8.34228e+07
T1809,14:15:12.500,93.69,89,93.845,93.66,2,93.685,2,1214,8.34228e+07
T1809,14:15:13.0,93.69,89,93.845,93.66,2,93.685,3,1214,8.34228e+07
T1809,14:15:32.0,93.69,89,93.845,93.66,2,93.675,1,1214,8.34228e+07
T1809,14:15:32.500,93.69,89,93.845,93.66,2,93.675,1,1214,8.34228e+07
T1809,14:16:10.0,93.69,89,93.845,93.66,2,93.685,1,1214,8.34228e+07
T1809,14:16:30.500,93.69,89,93.845,93.645,1,93.685,1,1214,8.34228e+07
T1809,14:16:31.0,93.69,89,93.845,93.65,5,93.68,2,1214,8.34228e+07
T1809,14:16:34.500,93.69,89,93.845,93.65,5,93.68,2,1214,8.34228e+07
T1809,14:16:35.0,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:35.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:36.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:36.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:37.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:37.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:38.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:38.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:39.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:39.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:40.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:40.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:41.0,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:41.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:42.0,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:42.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:43.0,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:43.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:44.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:44.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:45.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:45.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:46.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:46.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:47.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:47.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:48.0,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:48.500,93.69,89,93.845,93.65,8,93.685,1,1214,8.34228e+07
T1809,14:16:49.0,93.69,89,93.845,93.65,11,93.685,1,1214,8.34228e+07
T1809,14:16:49.500,93.69,89,93.845,93.65,7,93.685,1,1214,8.34228e+07
T1809,14:16:50.0,93.69,89,93.845,93.655,1,93.685,1,1214,8.34228e+07
T1809,14:16:50.500,93.69,89,93.845,93.66,3,93.685,1,1214,8.34228e+07
T1809,14:16:51.0,93.69,89,93.845,93.66,3,93.685,1,1214,8.34228e+07
T1809,14:16:59.0,93.69,89,93.845,93.665,1,93.705,1,1214,8.34228e+07
T1809,14:16:59.500,93.69,89,93.845,93.67,3,93.7,4,1214,8.34228e+07
T1809,14:17:00.0,93.69,89,93.845,93.67,3,93.7,5,1214,8.34228e+07
T1809,14:17:00.500,93.69,89,93.845,93.67,3,93.7,5,1214,8.34228e+07
T1809,14:17:01.0,93.69,89,93.845,93.67,3,93.7,5,1214,8.34228e+07
T1809,14:17:13.500,93.69,89,93.845,93.67,3,93.7,3,1214,8.34228e+07
T1809,14:17:14.0,93.69,89,93.845,93.675,1,93.76,1,1214,8.34228e+07
T1809,14:17:14.500,93.69,89,93.845,93.68,3,93.715,2,1214,8.34228e+07
T1809,14:17:15.0,93.69,89,93.845,93.68,3,93.71,2,1214,8.34228e+07
T1809,14:17:15.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:16.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:17.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:29.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:29.500,93.69,89,93.845,93.68,3,93.71,5,1214,8.34228e+07
T1809,14:17:37.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:44.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:45.500,93.69,89,93.845,93.68,3,93.71,5,1214,8.34228e+07
T1809,14:17:48.500,93.69,89,93.845,93.68,3,93.71,5,1214,8.34228e+07
T1809,14:17:52.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:17:59.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:18:00.0,93.69,89,93.845,93.68,3,93.71,5,1214,8.34228e+07
T1809,14:18:00.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:18:01.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:18:03.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:18:05.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:18:08.0,93.69,89,93.845,93.68,3,93.71,2,1214,8.34228e+07
T1809,14:18:12.0,93.69,89,93.845,93.685,1,93.72,1,1214,8.34228e+07
T1809,14:18:12.500,93.69,89,93.845,93.69,3,93.715,2,1214,8.34228e+07
T1809,14:18:13.0,93.69,89,93.845,93.69,3,93.715,3,1214,8.34228e+07
T1809,14:18:17.0,93.69,89,93.845,93.675,3,93.715,3,1214,8.34228e+07
T1809,14:18:17.500,93.69,89,93.845,93.68,4,93.715,3,1214,8.34228e+07
T1809,14:18:18.0,93.69,89,93.845,93.68,4,93.715,3,1214,8.34228e+07
T1809,14:18:18.500,93.69,89,93.845,93.68,5,93.715,3,1214,8.34228e+07
T1809,14:18:19.500,93.69,89,93.845,93.68,5,93.715,1,1214,8.34228e+07
T1809,14:18:20.0,93.69,89,93.845,93.68,7,93.715,1,1214,8.34228e+07
T1809,14:18:20.500,93.69,89,93.845,93.685,1,93.715,1,1214,8.34228e+07
T1809,14:18:21.0,93.69,89,93.845,93.69,3,93.715,1,1214,8.34228e+07
T1809,14:18:21.500,93.69,89,93.845,93.69,3,93.715,1,1214,8.34228e+07
T1809,14:18:26.500,93.69,89,93.845,93.675,3,93.715,1,1214,8.34228e+07
T1809,14:18:27.0,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:18:27.500,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:18:31.500,93.69,89,93.845,93.68,4,93.71,3,1214,8.34228e+07
T1809,14:18:33.0,93.69,89,93.845,93.68,4,93.705,1,1214,8.34228e+07
T1809,14:19:25.0,93.69,89,93.845,93.68,3,93.705,1,1214,8.34228e+07
T1809,14:19:28.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:19:29.500,93.69,89,93.845,93.68,3,93.71,5,1214,8.34228e+07
T1809,14:19:41.500,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:19:42.0,93.69,89,93.845,93.68,3,93.71,3,1214,8.34228e+07
T1809,14:19:42.500,93.69,89,93.845,93.68,4,93.71,3,1214,8.34228e+07
T1809,14:20:13.500,93.69,89,93.845,93.68,4,93.71,5,1214,8.34228e+07
T1809,14:20:20.0,93.69,89,93.845,93.68,4,93.71,3,1214,8.34228e+07
T1809,14:20:22.0,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:20:30.0,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:21:05.0,93.69,89,93.845,93.68,4,93.71,4,1214,8.34228e+07
T1809,14:21:14.500,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:21:17.0,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:21:25.0,93.69,89,93.845,93.68,4,93.71,4,1214,8.34228e+07
T1809,14:21:31.0,93.69,89,93.845,93.68,4,93.71,2,1214,8.34228e+07
T1809,14:21:54.0,93.69,89,93.845,93.685,1,93.73,1,1214,8.34228e+07
T1809,14:21:54.500,93.69,89,93.845,93.69,3,93.725,3,1214,8.34228e+07
T1809,14:21:55.0,93.69,89,93.845,93.69,3,93.72,2,1214,8.34228e+07
T1809,14:21:55.500,93.69,89,93.845,93.69,3,93.715,2,1214,8.34228e+07
T1809,14:21:57.500,93.69,89,93.845,93.685,1,93.715,3,1214,8.34228e+07
T1809,14:21:58.0,93.69,89,93.845,93.685,2,93.715,3,1214,8.34228e+07
T1809,14:22:10.500,93.69,89,93.845,93.685,2,93.715,3,1214,8.34228e+07
T1809,14:22:11.0,93.69,89,93.845,93.685,2,93.715,3,1214,8.34228e+07
T1809,14:22:12.500,93.69,89,93.845,93.685,2,93.715,3,1214,8.34228e+07
T1809,14:22:14.500,93.69,89,93.845,93.69,2,93.715,3,1214,8.34228e+07
T1809,14:22:23.0,93.69,89,93.845,93.685,2,93.715,5,1214,8.34228e+07
T1809,14:22:24.500,93.69,89,93.845,93.685,2,93.715,5,1214,8.34228e+07
T1809,14:22:26.500,93.69,89,93.845,93.685,2,93.715,5,1214,8.34228e+07
T1809,14:22:34.0,93.69,89,93.845,93.69,2,93.715,3,1214,8.34228e+07
T1809,14:22:34.500,93.69,89,93.845,93.69,3,93.715,3,1214,8.34228e+07
T1809,14:22:49.0,93.69,89,93.845,93.69,3,93.73,1,1214,8.34228e+07
T1809,14:22:49.500,93.69,89,93.845,93.69,3,93.725,2,1214,8.34228e+07
T1809,14:22:50.0,93.69,89,93.845,93.72,2,93.76,1,1214,8.34228e+07
T1809,14:22:50.500,93.69,89,93.845,93.72,2,93.75,2,1214,8.34228e+07
T1809,14:22:51.0,93.69,89,93.845,93.72,2,93.75,2,1214,8.34228e+07
T1809,14:22:51.500,93.69,89,93.845,93.72,2,93.745,3,1214,8.34228e+07
T1809,14:22:52.0,93.69,89,93.845,93.72,2,93.745,1,1214,8.34228e+07
T1809,14:22:53.500,93.69,89,93.845,93.715,1,93.745,3,1214,8.34228e+07
T1809,14:22:54.0,93.69,89,93.845,93.69,1,93.74,2,1214,8.34228e+07
T1809,14:22:54.500,93.69,89,93.845,93.705,2,93.74,4,1214,8.34228e+07
T1809,14:22:55.0,93.69,89,93.845,93.71,3,93.735,1,1214,8.34228e+07
T1809,14:22:55.500,93.69,89,93.845,93.71,3,93.735,1,1214,8.34228e+07
T1809,14:22:56.500,93.69,89,93.845,93.705,1,93.735,1,1214,8.34228e+07
T1809,14:22:57.0,93.69,89,93.845,93.705,2,93.73,2,1214,8.34228e+07
T1809,14:23:00.0,93.69,89,93.845,93.71,2,93.75,3,1214,8.34228e+07
T1809,14:23:00.500,93.69,89,93.845,93.71,2,93.74,2,1214,8.34228e+07
T1809,14:23:01.0,93.69,89,93.845,93.71,2,93.735,2,1214,8.34228e+07
T1809,14:23:01.500,93.69,89,93.845,93.71,2,93.735,2,1214,8.34228e+07
T1809,14:23:03.0,93.69,89,93.845,93.715,1,93.745,2,1214,8.34228e+07
T1809,14:23:03.500,93.69,89,93.845,93.71,2,93.74,2,1214,8.34228e+07
T1809,14:23:04.0,93.69,89,93.845,93.71,3,93.74,2,1214,8.34228e+07
T1809,14:23:06.0,93.69,89,93.845,93.715,1,93.76,1,1214,8.34228e+07
T1809,14:23:06.500,93.69,89,93.845,93.72,2,93.755,4,1214,8.34228e+07
T1809,14:23:07.0,93.69,89,93.845,93.72,2,93.755,5,1214,8.34228e+07
T1809,14:23:07.500,93.69,89,93.845,93.725,2,93.755,4,1214,8.34228e+07
T1809,14:23:08.0,93.69,89,93.845,93.725,2,93.755,2,1214,8.34228e+07
T1809,14:23:09.500,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:10.0,93.69,89,93.845,93.725,2,93.76,3,1214,8.34228e+07
T1809,14:23:10.500,93.69,89,93.845,93.725,3,93.76,3,1214,8.34228e+07
T1809,14:23:11.0,93.69,89,93.845,93.725,3,93.755,2,1214,8.34228e+07
T1809,14:23:11.500,93.69,89,93.845,93.725,2,93.755,2,1214,8.34228e+07
T1809,14:23:12.0,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:12.500,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:14.0,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:15.500,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:17.0,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:17.500,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:18.500,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:19.500,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:21.0,93.69,89,93.845,93.73,2,93.76,1,1214,8.34228e+07
T1809,14:23:29.500,93.69,89,93.845,93.75,2,93.76,1,1214,8.34228e+07
T1809,14:23:30.0,93.69,89,93.845,93.73,1,93.76,1,1214,8.34228e+07
T1809,14:23:30.500,93.69,89,93.845,93.74,1,93.76,1,1214,8.34228e+07
T1809,14:23:32.0,93.69,89,93.845,93.735,2,93.76,1,1214,8.34228e+07
T1809,14:23:32.500,93.69,89,93.845,93.74,2,93.76,1,1214,8.34228e+07
T1809,14:23:33.0,93.69,89,93.845,93.74,2,93.76,1,1214,8.34228e+07
T1809,14:23:33.500,93.69,89,93.845,93.735,2,93.76,1,1214,8.34228e+07
T1809,14:23:34.0,93.69,89,93.845,93.74,2,93.76,1,1214,8.34228e+07
T1809,14:23:36.500,93.69,89,93.845,93.75,2,93.76,1,1214,8.34228e+07
T1809,14:23:37.0,93.69,89,93.845,93.74,1,93.76,1,1214,8.34228e+07
T1809,14:23:37.500,93.69,89,93.845,93.745,2,93.76,1,1214,8.34228e+07
T1809,14:23:38.0,93.69,89,93.845,93.745,2,93.76,1,1214,8.34228e+07
T1809,14:23:40.0,93.69,89,93.845,93.745,2,93.76,1,1214,8.34228e+07
T1809,14:23:42.0,93.69,89,93.845,93.75,2,93.76,1,1214,8.34228e+07
T1809,14:23:43.0,93.69,89,93.845,93.755,2,93.76,1,1214,8.34228e+07
T1809,14:23:43.500,93.69,89,93.845,93.755,2,93.76,1,1214,8.34228e+07
T1809,14:23:46.500,93.69,89,93.845,93.75,2,93.76,1,1214,8.34228e+07
T1809,14:23:47.0,93.69,89,93.845,93.75,2,93.76,1,1214,8.34228e+07
T1809,14:23:49.0,93.69,89,93.845,93.755,2,93.76,1,1214,8.34228e+07
T1809,14:23:49.500,93.69,89,93.845,93.755,4,93.76,1,1214,8.34228e+07
T1809,14:23:50.0,93.76,90,93.845,93.755,4,93.795,1,1213,8.43604e+07
T1809,14:23:50.500,93.76,90,93.845,93.76,2,93.79,5,1213,8.43604e+07
T1809,14:23:51.0,93.76,90,93.845,93.76,2,93.79,6,1213,8.43604e+07
T1809,14:23:51.500,93.76,90,93.845,93.76,2,93.79,3,1213,8.43604e+07
T1809,14:23:52.0,93.76,90,93.845,93.76,2,93.79,6,1213,8.43604e+07
T1809,14:23:54.500,93.76,90,93.845,93.755,2,93.79,6,1213,8.43604e+07
T1809,14:23:57.0,93.76,90,93.845,93.755,2,93.79,4,1213,8.43604e+07
T1809,14:23:57.500,93.76,90,93.845,93.755,2,93.785,2,1213,8.43604e+07
T1809,14:23:58.0,93.76,90,93.845,93.755,2,93.78,2,1213,8.43604e+07
T1809,14:23:58.500,93.76,90,93.845,93.755,2,93.78,3,1213,8.43604e+07
T1809,14:24:03.0,93.76,90,93.845,93.755,2,93.78,1,1213,8.43604e+07
T1809,14:24:03.500,93.76,90,93.845,93.755,2,93.78,1,1213,8.43604e+07
T1809,14:24:04.0,93.76,90,93.845,93.755,2,93.78,1,1213,8.43604e+07
T1809,14:24:17.0,93.76,90,93.845,93.675,5,93.78,1,1213,8.43604e+07
T1809,14:24:17.500,93.76,90,93.845,93.745,2,93.78,1,1213,8.43604e+07
T1809,14:24:18.0,93.76,90,93.845,93.745,2,93.78,1,1213,8.43604e+07
T1809,14:24:18.500,93.76,90,93.845,93.75,2,93.78,1,1213,8.43604e+07
T1809,14:24:19.0,93.76,90,93.845,93.75,2,93.78,1,1213,8.43604e+07
T1809,14:24:20.500,93.76,90,93.845,93.75,2,93.775,2,1213,8.43604e+07
T1809,14:24:21.500,93.76,90,93.845,93.75,2,93.77,1,1213,8.43604e+07
T1809,14:24:26.0,93.76,90,93.845,93.72,1,93.77,1,1213,8.43604e+07
T1809,14:24:26.500,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:27.0,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:27.500,93.76,90,93.845,93.725,3,93.77,1,1213,8.43604e+07
T1809,14:24:28.0,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:28.500,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:29.0,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:29.500,93.76,90,93.845,93.725,3,93.77,1,1213,8.43604e+07
T1809,14:24:30.0,93.76,90,93.845,93.74,2,93.77,1,1213,8.43604e+07
T1809,14:24:30.500,93.76,90,93.845,93.74,2,93.77,1,1213,8.43604e+07
T1809,14:24:31.0,93.76,90,93.845,93.74,2,93.77,1,1213,8.43604e+07
T1809,14:24:32.0,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:32.500,93.76,90,93.845,93.745,2,93.77,1,1213,8.43604e+07
T1809,14:24:38.500,93.76,90,93.845,93.725,3,93.77,4,1213,8.43604e+07
T1809,14:24:39.0,93.76,90,93.845,93.735,2,93.765,2,1213,8.43604e+07
T1809,14:24:44.0,93.76,90,93.845,93.735,2,93.765,3,1213,8.43604e+07
T1809,14:24:45.0,93.76,90,93.845,93.73,2,93.765,3,1213,8.43604e+07
T1809,14:24:45.500,93.76,90,93.845,93.73,3,93.765,3,1213,8.43604e+07
T1809,14:24:47.500,93.76,90,93.845,93.735,1,93.765,3,1213,8.43604e+07
T1809,14:24:48.0,93.76,90,93.845,93.735,1,93.765,1,1213,8.43604e+07
T1809,14:24:56.500,93.76,90,93.845,93.74,1,93.765,1,1213,8.43604e+07
T1809,14:24:57.0,93.76,90,93.845,93.74,1,93.765,1,1213,8.43604e+07
T1809,14:24:58.0,93.76,90,93.845,93.755,2,93.795,2,1213,8.43604e+07
T1809,14:24:58.500,93.76,90,93.845,93.755,2,93.785,2,1213,8.43604e+07
T1809,14:24:59.0,93.76,90,93.845,93.755,2,93.78,2,1213,8.43604e+07
T1809,14:24:59.500,93.76,90,93.845,93.74,1,93.78,3,1213,8.43604e+07
T1809,14:25:00.0,93.76,90,93.845,93.745,3,93.78,3,1213,8.43604e+07
T1809,14:25:00.500,93.76,90,93.845,93.745,3,93.78,3,1213,8.43604e+07
T1809,14:25:01.0,93.76,90,93.845,93.745,4,93.78,3,1213,8.43604e+07
T1809,14:25:01.500,93.76,90,93.845,93.75,4,93.78,1,1213,8.43604e+07
T1809,14:25:02.0,93.76,90,93.845,93.755,1,93.78,1,1213,8.43604e+07
T1809,14:25:02.500,93.76,90,93.845,93.745,1,93.78,1,1213,8.43604e+07
T1809,14:25:03.0,93.76,90,93.845,93.75,1,93.78,1,1213,8.43604e+07
T1809,14:25:03.500,93.76,90,93.845,93.75,6,93.78,1,1213,8.43604e+07
T1809,14:25:04.0,93.76,90,93.845,93.75,3,93.78,1,1213,8.43604e+07
